student_id,name,email,phone_number,gender,age,attendance_rate,study_hours_per_day,past_failures,family_income,scholarship,specialization,cgpa,internship_score,case_studies,dropout_status
STU_313070,Darika Kant,rachita20@example.org,+916113502812,Male,19,80.2,4.0,0,High,No,Marketing,8.17,8,6,0
STU_801665,Leela Gill,labankrishna@example.com,+917644295045,Male,21,80.6,2.0,2,High,No,Marketing,7.56,7,37,1
STU_842401,Balveer Bose,chavvibhasin@example.com,+917890668012,Male,23,39.4,8.2,0,Low,Yes,Marketing,9.38,6,22,1
STU_241038,Tripti Pingle,bhavya99@example.com,+918168617333,Female,19,68.1,5.6,1,Low,No,HR,7.48,8,8,0
STU_135158,Isaac Garg,rdhingra@example.org,+916841409516,Female,21,84.2,2.2,0,Medium,Yes,HR,6.83,6,7,0
STU_265687,Manbir Bawa,patlasamaksh@example.net,+917288225027,Female,22,98.1,2.4,1,Medium,No,Marketing,6.71,4,37,1
STU_741271,Bhavani Verma,zashil02@example.org,+917926667606,Male,21,55.8,4.1,0,High,No,HR,6.85,9,28,0
STU_518543,Vaishnavi Yogi,ugupta@example.net,+918859582456,Male,18,92.0,1.9,1,Medium,No,HR,6.81,2,16,1
STU_431606,Hema Hans,amolbains@example.org,+916013892359,Female,21,59.9,4.4,0,High,Yes,Marketing,7.69,7,24,0
STU_133132,Upadhriti Khanna,natwal@example.org,+919869847908,Male,21,88.7,3.4,0,Medium,No,Marketing,9.71,5,24,0
STU_619178,Vedant Sridhar,chaitanya29@example.com,+916422627243,Male,23,73.4,3.9,0,High,No,Marketing,6.35,2,20,0
STU_290869,Wahab Sahota,diya07@example.com,+919925081616,Male,22,87.3,3.0,0,Low,No,HR,7.59,4,47,0
STU_327325,Chaman Uppal,fjain@example.com,+918966745500,Female,20,76.7,9.6,1,Medium,No,HR,8.43,6,12,0
STU_667423,Abdul Nayak,amairaratta@example.net,+917001292926,Female,22,52.0,6.1,0,Medium,No,Marketing,8.05,4,38,0
STU_144682,Girik Muni,falak68@example.net,+919118142196,Female,19,86.4,4.4,1,Low,No,HR,6.14,2,19,1
STU_296753,Vivaan Bakshi,lopagill@example.net,+918941390710,Female,22,91.7,4.3,0,Medium,No,Marketing,6.87,8,29,0
STU_199507,Ishaan Vaidya,devikasaini@example.net,+917244332083,Female,18,71.3,2.7,0,High,No,HR,7.64,6,43,0
STU_775409,Tanvi Garde,alkanayak@example.net,+919067381790,Female,21,64.6,3.0,1,Medium,No,HR,9.59,1,30,1
STU_153753,Sathvik Karpe,dinekansh@example.net,+919978049436,Female,20,75.4,12.3,1,High,No,HR,7.75,2,26,0
STU_980785,Xiti Chaudhry,jacobtailor@example.com,+917199644898,Male,18,88.0,0.8,1,Medium,No,Marketing,5.08,7,7,0
STU_975886,Deepa Sankaran,anitabir@example.net,+918540304948,Female,21,63.7,2.2,1,Low,No,HR,6.37,3,26,1
STU_574874,Vedhika Krish,surhritik@example.net,+917340705414,Male,20,80.7,3.3,0,Medium,No,HR,9.25,8,36,0
STU_252407,Eiravati Pandit,reyanshagarwal@example.net,+916719902054,Female,22,87.4,8.8,0,Medium,No,HR,5.48,9,45,1
STU_894325,Samaksh Merchant,ukibe@example.com,+918700058608,Female,19,41.4,8.6,0,Medium,No,Marketing,7.75,6,16,0
STU_609532,Ishanvi Brahmbhatt,umander@example.org,+919059549330,Female,23,83.7,4.1,0,Medium,No,Marketing,7.14,4,45,0
STU_601922,Laksh Swamy,varenya51@example.net,+917938294003,Female,21,90.3,2.3,0,Low,Yes,HR,6.21,1,16,0
STU_233131,Reva Sekhon,darshbakshi@example.net,+916402297194,Male,22,90.2,2.8,1,Medium,No,HR,6.75,3,15,0
STU_726423,Praneel Kala,hardik97@example.com,+916784629560,Female,18,87.6,8.2,0,High,No,Marketing,9.63,1,23,0
STU_554672,Ishita Wadhwa,tanveer20@example.com,+919517234808,Female,19,72.0,3.6,0,Medium,No,Marketing,6.27,3,15,1
STU_896209,Omisha Kakar,aandra@example.net,+919061967902,Female,23,98.6,8.9,1,Medium,No,HR,8.74,8,16,0
STU_313732,Niharika Ravel,chaayamaharaj@example.net,+918233053518,Female,23,89.0,1.0,0,Medium,No,HR,8.16,5,14,1
STU_835307,Lakshmi Basak,ramakrishnanpahal@example.net,+919005907094,Male,20,84.1,6.1,0,Medium,Yes,Marketing,6.85,4,48,0
STU_746889,Darpan Shetty,ojasbava@example.org,+919045478433,Female,19,88.9,2.4,2,High,No,HR,7.32,8,20,1
STU_800116,Ijaya Kata,mdubey@example.net,+917537474328,Female,22,84.8,2.1,0,Medium,No,HR,8.86,8,28,0
STU_591490,Matthew Vaidya,krishtristan@example.net,+916703889973,Male,21,71.2,4.9,0,Medium,No,HR,6.24,4,24,1
STU_988275,Eesha Handa,vihaanbassi@example.com,+919086696246,Male,18,65.1,8.0,0,Medium,No,HR,7.2,9,31,1
STU_723568,Rudra Mani,dubekashish@example.net,+918410085451,Female,20,80.7,4.4,0,Medium,No,HR,8.28,4,39,0
STU_627405,Nidhi Ghose,charita89@example.net,+917141544792,Female,20,76.6,3.4,1,High,No,Marketing,6.57,7,36,1
STU_900936,Ryan Mand,puriindali@example.org,+916664606616,Female,23,76.8,2.5,1,Low,No,Marketing,6.23,3,9,0
STU_490937,Samuel Chawla,patrick54@example.net,+916888812303,Male,18,88.0,1.4,0,Medium,No,Marketing,5.99,9,7,0
STU_307528,Niharika Natt,gbakshi@example.net,+918380941777,Male,21,86.2,6.6,0,Low,No,Marketing,7.29,5,43,0
STU_851052,Wahab Chander,tkar@example.org,+918887390920,Female,19,90.0,5.3,0,Medium,Yes,HR,8.02,8,48,0
STU_362231,Simon Pandit,basujagdish@example.net,+916665225140,Male,22,75.1,5.6,0,Medium,No,Marketing,7.23,8,10,0
STU_104183,Faras Kala,qtella@example.com,+916328181408,Male,20,87.8,4.1,0,Low,Yes,HR,7.0,4,45,0
STU_112885,William Sridhar,ramangauri@example.com,+918578399725,Male,19,89.1,4.5,0,High,No,HR,6.86,9,36,1
STU_176030,Teerth Agarwal,yahvicomar@example.org,+918957830096,Female,23,84.5,11.2,0,Low,Yes,Marketing,6.92,2,40,0
STU_823560,Tanay Hari,sanyaramanathan@example.org,+918543597953,Female,22,90.6,9.3,1,Low,No,HR,7.87,1,23,1
STU_720619,Yug Hegde,samuel23@example.org,+919077517992,Female,21,77.9,4.7,0,Medium,No,HR,8.5,7,17,1
STU_788524,Zashil Thaker,charitasunder@example.net,+916309868160,Male,23,82.0,5.3,1,High,No,HR,7.6,4,30,0
STU_724045,Aarna Nori,xalakguha@example.net,+919487040795,Male,18,63.3,1.2,0,High,No,Marketing,6.28,4,39,0
STU_339516,Tanmayi Shenoy,qbabu@example.org,+917341735591,Female,18,96.1,3.6,1,Medium,No,Marketing,6.62,8,40,0
STU_604726,Urishilla Issac,bkothari@example.net,+919400203572,Female,18,78.5,5.1,0,High,No,Marketing,7.76,7,43,0
STU_183555,Jagdish Mody,jhaveridalaja@example.org,+917791829304,Male,18,63.3,1.0,0,Low,No,HR,6.13,9,21,1
STU_710912,Odika Narula,udantkibe@example.net,+916739741677,Male,18,74.9,4.6,0,High,No,Marketing,8.29,7,20,0
STU_997789,Christopher Bajwa,victor10@example.org,+916552456342,Female,20,55.3,2.9,1,Medium,No,HR,5.96,3,36,1
STU_646574,Suhani Madan,vbalan@example.net,+918588623019,Female,20,93.5,6.6,0,Medium,No,Marketing,7.75,7,13,1
STU_721222,Sanya Tella,tamanna54@example.com,+916891467727,Male,23,77.1,6.3,0,High,No,Marketing,8.13,2,5,0
STU_686219,Prisha Deshpande,galaquincy@example.net,+919716594064,Female,20,76.8,2.7,0,Medium,No,Marketing,5.91,3,27,0
STU_366806,Amrita Nanda,chasmumnarain@example.com,+919526607952,Male,19,94.2,3.8,0,Medium,No,Marketing,5.79,7,34,0
STU_388103,George Borde,jeetkannan@example.net,+917458638886,Female,22,73.6,3.4,0,Medium,Yes,Marketing,5.89,2,41,0
STU_849084,Samuel More,behltripti@example.com,+918735791250,Male,22,95.2,2.7,0,High,No,Marketing,8.2,4,14,0
STU_969100,Nandini Saraf,mohammedparmer@example.org,+918816058125,Female,18,98.7,0.6,1,High,No,HR,8.1,4,30,0
STU_894181,George Khurana,nadigreyansh@example.net,+917606217778,Male,22,93.6,10.1,0,Low,No,Marketing,6.93,6,26,0
STU_923036,Saksham Venkatesh,tanmayisrivastava@example.org,+919135497495,Female,19,86.2,4.0,0,High,No,HR,7.47,6,48,0
STU_749848,Noah Ganesh,swamywaida@example.com,+916956869644,Female,20,76.0,3.1,1,Medium,Yes,HR,7.48,2,9,0
STU_830979,Hemal Kuruvilla,hamsinimurthy@example.net,+917890861479,Male,19,94.0,5.0,0,Medium,No,Marketing,8.1,9,9,0
STU_377806,Aayush Mishra,gourmadhav@example.net,+918301092658,Female,22,87.8,5.7,0,Medium,No,HR,8.48,9,43,0
STU_392038,Ati Rout,raagini71@example.com,+919570515676,Male,21,70.4,3.8,1,Low,No,Marketing,6.54,8,40,1
STU_193721,Samesh Bora,sanidarika@example.net,+916193317507,Male,22,89.7,2.2,0,Low,No,Marketing,8.7,1,49,0
STU_596556,Aarnav Madan,manbir71@example.net,+919082484188,Male,23,88.5,2.9,0,Medium,No,HR,8.96,6,9,0
STU_560551,Reyansh Ratta,memonbina@example.com,+916767181896,Female,23,93.4,3.0,0,High,Yes,HR,8.03,1,23,0
STU_102313,Andrew Savant,chaitanyaloke@example.org,+916780880334,Female,20,83.2,2.3,0,Low,No,Marketing,6.66,7,6,1
STU_525243,Chandresh Dara,khannadaksha@example.net,+916695129539,Male,23,76.6,2.2,0,Low,No,HR,5.76,1,41,1
STU_885460,Samuel Goel,joshuadatta@example.net,+916429562753,Female,19,59.8,5.4,1,Medium,No,HR,6.63,2,32,1
STU_317683,Onkar Sur,samar65@example.com,+916762999330,Male,22,97.9,5.2,0,Medium,No,HR,6.4,8,13,0
STU_367902,Radha Bath,upkaarkorpal@example.org,+918632883864,Male,20,69.6,2.7,0,Medium,No,Marketing,6.64,5,10,0
STU_125198,Noah Amble,fpathak@example.com,+918718649937,Male,20,91.1,3.2,0,Medium,No,Marketing,6.0,3,16,0
STU_189014,Aarna Nori,srege@example.org,+918895415057,Male,23,97.6,4.0,0,Medium,No,HR,6.32,2,11,0
STU_989890,Amrita Ganesh,ahluwaliabanjeet@example.org,+916622734445,Female,18,67.7,5.0,0,High,No,HR,6.31,3,43,0
STU_743911,Qushi Ghose,qjha@example.com,+918645652643,Male,19,98.1,1.7,0,Low,No,HR,5.83,2,30,0
STU_536284,Faqid Shere,sahniyash@example.net,+918635125949,Female,20,83.3,1.5,1,Low,No,Marketing,6.79,3,9,1
STU_962770,Pratyush Kata,sanghviyachana@example.net,+919017695001,Male,22,84.8,0.9,0,High,Yes,HR,5.59,6,18,1
STU_528765,Viraj Lala,nihalnigam@example.org,+919859474857,Male,23,92.3,4.8,0,Low,No,Marketing,6.82,1,24,0
STU_647821,Ishaan Patla,hayreadvik@example.org,+917530908276,Female,21,95.4,5.6,0,Medium,Yes,Marketing,8.09,8,20,0
STU_395660,Aachal Narain,chahalindira@example.net,+916972130939,Male,20,96.0,7.3,0,Low,No,HR,8.35,5,7,0
STU_816317,Zaid Wali,gayathrikibe@example.com,+918303997259,Male,18,65.0,5.2,0,Low,No,Marketing,7.06,9,41,0
STU_528952,Yashasvi Uppal,rushilgarg@example.com,+916071012992,Male,20,87.1,8.6,0,Medium,No,Marketing,7.86,2,5,0
STU_168101,Shivansh Madan,inadig@example.com,+916645202708,Female,18,88.9,6.5,0,Medium,No,HR,7.6,3,9,0
STU_104678,Agastya Dixit,jeremiahjayaraman@example.org,+917121439839,Female,23,84.4,8.2,0,Medium,No,HR,7.01,1,20,0
STU_417781,Neel Brahmbhatt,kamdarrachana@example.net,+919378872587,Male,21,89.2,4.1,0,Low,Yes,HR,7.89,4,39,0
STU_217883,Theodore Boase,dubeyaradhana@example.net,+916622600190,Male,21,86.5,3.5,0,Medium,No,HR,6.36,2,15,1
STU_875775,Rayaan Panchal,salvisudiksha@example.com,+917944463403,Female,23,87.6,1.5,1,High,No,Marketing,5.58,1,45,1
STU_965808,Aashi Suresh,baghyawati38@example.com,+917683324555,Male,23,87.6,4.1,1,High,Yes,Marketing,7.36,2,26,1
STU_953287,Yashodhara Chauhan,puriwishi@example.org,+917777192870,Male,18,86.9,9.4,1,Low,No,HR,7.61,5,12,0
STU_133279,Divya Sekhon,yashawinisarma@example.org,+918659089986,Male,22,52.8,5.9,0,Medium,No,Marketing,8.5,8,23,0
STU_961396,Rachit Bhasin,goelodika@example.org,+916247752262,Female,21,82.2,5.8,0,Medium,No,Marketing,8.27,1,47,0
STU_384220,Devansh Karnik,brinda79@example.net,+919780818668,Male,21,94.7,2.7,0,High,No,HR,8.29,9,39,0
STU_771881,Chatura Lad,onveerbarman@example.org,+917505868271,Male,19,71.5,9.6,0,Medium,No,Marketing,7.92,9,8,0
STU_598812,Yachana Pai,gsuri@example.org,+917102444376,Female,20,98.1,3.6,2,Medium,No,Marketing,6.28,9,44,1
STU_537187,Leela Brar,bvora@example.net,+917825312877,Male,20,74.0,5.7,0,Medium,No,HR,8.03,6,39,1
STU_728041,Gabriel Tandon,aahanapurohit@example.org,+918496249411,Male,18,92.8,5.3,0,High,No,HR,8.01,5,17,0
STU_540108,Isha Devi,parmeryochana@example.com,+919325285804,Male,21,90.8,2.2,0,Medium,No,HR,5.51,1,24,0
STU_643884,Chakrika Hayer,xluthra@example.com,+918128785979,Male,22,71.5,3.8,1,Medium,No,Marketing,7.76,5,49,0
STU_486127,Urvi Sharma,wbassi@example.net,+916150988778,Male,21,93.7,3.7,0,Low,No,Marketing,6.99,8,42,0
STU_567869,Dayamai Mittal,rajeshrisridhar@example.net,+918578772757,Male,19,65.1,1.9,2,High,No,Marketing,7.14,9,39,1
STU_177321,Alexander Kanda,pranavbatra@example.org,+918416934561,Male,23,85.5,2.9,0,Medium,Yes,Marketing,7.86,1,6,0
STU_749885,Gaurangi Handa,muniupadhriti@example.org,+919136463144,Female,21,98.1,9.1,0,Medium,No,HR,7.2,8,9,0
STU_332755,Wridesh Bajaj,logan95@example.com,+919144282298,Male,22,80.4,3.3,0,Medium,No,HR,8.33,8,48,0
STU_825596,Ryan Oak,batraquincy@example.net,+918174562272,Male,20,79.1,3.0,1,Medium,No,Marketing,5.96,3,21,1
STU_251071,Kritika Shere,sunderomya@example.org,+919946412195,Male,19,68.3,3.2,2,Medium,No,HR,8.43,4,45,1
STU_150211,Lekha Butala,ipurohit@example.org,+916411103641,Male,19,72.5,5.2,0,Medium,Yes,HR,7.21,3,41,0
STU_820521,Ishwar Dugar,ibasu@example.com,+917147905835,Female,23,83.8,8.8,0,Medium,No,HR,6.33,1,33,0
STU_999682,Samesh Barad,matthewranganathan@example.org,+916688917685,Male,22,77.6,3.8,0,Low,No,HR,7.13,1,37,0
STU_128374,Kabir Chowdhury,ybatra@example.org,+916933723643,Female,22,59.8,9.2,0,Medium,No,Marketing,7.99,8,21,0
STU_290137,Isaac Zachariah,turvianand@example.com,+918852550774,Male,18,74.7,1.5,0,Medium,Yes,HR,8.64,4,45,0
STU_711400,Vasana Khanna,gayathriprabhu@example.com,+918540506638,Female,23,92.3,6.1,1,High,No,Marketing,7.85,7,28,1
STU_643792,Urmi Naidu,jchand@example.org,+917658398445,Female,21,94.2,2.5,0,High,No,Marketing,7.43,8,5,1
STU_409306,Guneet Iyer,ishasaini@example.org,+917948494603,Male,18,66.5,2.5,0,Medium,No,Marketing,7.25,5,22,0
STU_611285,Girindra Borah,bdalia@example.net,+919460023758,Male,21,87.1,3.0,0,Medium,No,Marketing,8.49,4,44,1
STU_248642,Saumya Chana,zchanda@example.net,+917499774321,Female,23,84.4,1.6,0,Medium,No,Marketing,6.6,1,41,0
STU_684490,Maanav Cherian,samesh46@example.com,+917681083756,Male,23,78.2,5.7,0,Low,No,Marketing,6.93,1,24,0
STU_558348,Max Rana,ijaya39@example.net,+917421305177,Female,23,86.2,3.2,0,Medium,No,Marketing,9.58,1,18,0
STU_525309,Saumya Brar,zgill@example.net,+917315739079,Male,23,45.6,5.0,0,Medium,No,Marketing,7.92,4,45,0
STU_186458,Yashodhara Chakraborty,trana@example.net,+917774985731,Male,20,84.0,5.8,0,Medium,No,Marketing,7.33,1,26,0
STU_183761,Janya Patla,triyaaggarwal@example.net,+918441181827,Female,18,97.0,4.3,0,Medium,Yes,Marketing,8.74,3,13,1
STU_387558,Dhruv Kurian,usalvi@example.org,+919679886841,Female,22,93.7,1.4,0,Medium,No,HR,6.61,5,11,1
STU_686234,Xiti Doshi,sachi39@example.com,+917354463632,Male,19,84.8,1.3,1,Medium,No,HR,7.8,5,17,0
STU_826588,Fiyaz Soni,khoslapanini@example.com,+918110471284,Female,20,71.5,3.1,0,Medium,No,HR,6.88,3,18,1
STU_185468,Jagdish Parekh,isaacdara@example.org,+918610204885,Female,21,77.7,3.2,1,Medium,No,Marketing,8.41,6,20,1
STU_497154,Andrew Nigam,pushtimohan@example.com,+919471968944,Female,23,95.5,4.3,0,Medium,No,Marketing,5.63,9,31,0
STU_371140,Joshua Muni,wadhwaekaja@example.net,+919275812142,Female,19,90.5,3.3,1,Medium,No,HR,7.42,9,20,1
STU_280633,Abhiram Goda,prasadisaiah@example.org,+919717076900,Male,23,74.7,8.1,1,Medium,No,HR,7.65,4,13,0
STU_694065,Bachittar Deo,theodore01@example.com,+916512444761,Female,23,93.3,6.3,0,Medium,Yes,HR,6.9,1,22,0
STU_742683,Lakshit Kohli,urmiswamy@example.net,+917087298622,Female,23,68.7,6.1,0,Low,No,HR,7.77,9,8,0
STU_760160,Lohit Dhar,fshankar@example.org,+919731333435,Male,20,87.6,2.0,0,Medium,No,Marketing,6.09,6,8,0
STU_950860,Zayyan Dixit,yashasvi77@example.org,+919084203452,Female,20,64.1,2.6,1,Medium,No,HR,8.46,2,12,0
STU_405671,Adweta Sen,trege@example.net,+917163205647,Female,23,73.6,10.1,1,Low,No,HR,7.53,8,42,1
STU_114354,Elijah Buch,oliver14@example.org,+917072238291,Male,23,82.9,2.4,0,Low,No,HR,6.77,6,11,0
STU_864456,Teerth Bains,lila63@example.net,+918011259041,Male,18,85.7,7.0,1,Medium,No,HR,5.78,2,16,0
STU_599420,Nidra Panchal,thamanjyoti@example.org,+916651763392,Female,19,78.4,7.2,0,High,No,Marketing,7.36,2,34,1
STU_499776,Triya Kant,anamika96@example.com,+918499471185,Male,18,79.6,4.8,0,Medium,No,HR,7.33,3,47,1
STU_787214,Sarthak Sengupta,xgill@example.com,+917100262115,Male,19,92.0,11.1,1,Medium,No,HR,6.27,7,25,1
STU_544193,Kashvi Nagy,bsur@example.com,+916801444669,Female,21,88.1,2.4,0,Medium,No,Marketing,7.22,1,40,0
STU_360179,Ikshita Date,netrarajagopal@example.net,+917385496449,Male,19,95.7,4.3,0,Medium,No,HR,7.54,9,32,0
STU_831692,Unnati Khosla,kadakiaazad@example.com,+917970547887,Male,21,97.4,4.8,0,High,No,Marketing,6.72,9,40,0
STU_670168,Yatan Dyal,agrawalchatura@example.com,+918354418856,Female,20,84.9,1.5,0,High,Yes,HR,8.78,5,35,1
STU_215975,Nathan Parekh,anita66@example.com,+917118559585,Male,19,91.4,3.5,0,Medium,No,Marketing,6.96,8,44,0
STU_113169,Omya Comar,tandonupma@example.net,+916235538473,Female,22,64.7,6.4,0,High,Yes,HR,8.97,9,36,1
STU_783386,Yadavi Varma,zravi@example.com,+919746152602,Female,22,86.3,3.2,0,Medium,No,Marketing,5.37,3,48,0
STU_501529,Arunima Dugal,kannanqabil@example.net,+919425936904,Male,20,94.7,1.1,1,Low,No,HR,6.77,5,10,0
STU_748754,Damyanti Roy,bavawarhi@example.com,+918186590282,Male,22,71.8,7.6,0,Medium,Yes,HR,5.83,4,41,0
STU_740418,Zansi Ram,frederickmagar@example.net,+918240210683,Female,22,81.3,8.6,0,High,No,HR,8.36,5,39,1
STU_143237,Bhanumati Cherian,lakshmi96@example.com,+916557550928,Male,19,86.8,1.9,1,High,No,HR,8.29,9,43,0
STU_327144,Warinder Verma,saksham44@example.net,+916150395116,Female,21,95.8,3.2,0,High,No,Marketing,6.79,6,25,0
STU_896931,Xavier Wali,anay61@example.com,+918211338995,Female,21,90.1,2.6,0,High,No,Marketing,6.41,1,18,0
STU_590734,Omkaar Pant,darasarthak@example.net,+919909494864,Female,22,87.3,4.2,1,Low,No,HR,6.73,5,22,0
STU_375513,Nidra Khurana,karan92@example.com,+917510344701,Female,19,70.6,4.5,0,Medium,No,HR,9.12,2,9,0
STU_560343,Raagini Ghose,cvarughese@example.com,+917809712308,Female,22,82.6,2.2,0,High,No,HR,6.98,7,38,1
STU_747831,Samar Som,kamyasarraf@example.net,+918889223305,Female,19,96.2,2.6,0,Medium,Yes,Marketing,7.05,5,38,1
STU_234160,Vaishnavi Jani,geetikasrinivas@example.org,+918492509646,Male,21,88.4,3.0,0,High,No,Marketing,6.96,6,15,0
STU_164458,Shivansh Madan,khareekiya@example.net,+919690575239,Male,22,82.4,7.9,0,High,No,HR,6.47,5,37,1
STU_378606,Udarsh Chaudry,jdara@example.org,+916550103621,Female,22,86.4,3.8,0,Medium,No,HR,7.1,7,17,0
STU_806540,Vrishti Ratta,dassethan@example.com,+916469845753,Male,22,81.9,8.3,1,Medium,No,Marketing,6.92,2,42,1
STU_636790,Urvi Varma,azaangala@example.net,+919019719126,Male,21,74.3,1.3,0,Low,No,Marketing,8.49,5,30,0
STU_718022,Aradhana Patel,farischawla@example.com,+917260311322,Female,22,88.0,1.8,0,Medium,No,Marketing,7.36,2,31,1
STU_914974,Sachi Kar,kaleadvaith@example.com,+916287152502,Male,22,88.9,5.9,0,High,No,HR,7.58,3,42,0
STU_870230,David Balasubramanian,jsheth@example.org,+919152610878,Female,19,66.0,5.1,0,Low,No,Marketing,6.22,7,27,1
STU_990574,Zehaan Oak,ekantika93@example.org,+917552785144,Female,22,83.7,9.5,0,High,No,HR,5.29,6,44,1
STU_966711,Amol Contractor,gaurav44@example.com,+916295422484,Female,19,84.5,6.5,0,Medium,No,HR,8.74,7,44,0
STU_226457,Avi Kale,latabina@example.org,+918619040842,Male,22,79.8,4.4,0,Medium,No,HR,6.57,7,6,0
STU_149615,Chameli Dhingra,dminhas@example.com,+919035622866,Male,19,96.0,4.4,0,Medium,No,Marketing,7.18,7,15,1
STU_148656,Nidhi Chatterjee,ekantika40@example.com,+919959970027,Female,21,76.3,6.3,0,High,No,HR,7.52,3,41,0
STU_651609,Nitesh Narasimhan,nsabharwal@example.net,+919141682566,Female,20,80.3,3.9,1,Low,Yes,Marketing,6.78,4,17,0
STU_548796,Nandini Mani,waliaeshana@example.org,+917175693338,Female,20,68.3,1.6,0,High,No,HR,8.51,2,9,0
STU_411007,Adya Ratta,oommenanirudh@example.net,+919131928842,Female,21,80.2,3.4,1,Low,Yes,Marketing,8.47,9,32,1
STU_156886,Utkarsh Bhalla,chaturasanghvi@example.org,+918310391483,Male,20,91.9,3.7,0,Medium,No,Marketing,7.03,9,41,0
STU_733794,Akshay Mangat,uvala@example.org,+917243579239,Female,22,84.8,5.6,2,High,No,HR,7.32,4,6,0
STU_796615,Gopal Ramesh,dayalgautam@example.com,+916848676631,Female,19,91.8,3.4,0,Medium,No,HR,10.0,5,31,0
STU_121870,Kalpit Dugar,eoak@example.net,+918020754606,Female,18,62.6,5.6,1,High,No,Marketing,6.63,3,39,1
STU_310206,Harita Morar,vasacaleb@example.org,+916412283062,Female,23,81.0,8.7,1,Medium,No,HR,8.28,3,48,0
STU_543909,Kashish Deep,dayalaarush@example.com,+917582460912,Male,21,83.9,3.7,0,High,No,HR,7.7,6,13,1
STU_707010,Damini Taneja,chaudharironith@example.com,+919037449782,Female,21,78.6,2.5,1,Low,No,HR,8.38,8,39,1
STU_585431,Indrajit Yohannan,qpuri@example.net,+919736491262,Female,20,92.2,3.5,0,Medium,No,Marketing,6.94,6,9,0
STU_972431,Robert Kibe,ahluwaliaarunima@example.org,+916146807406,Female,20,95.3,9.5,0,Medium,No,Marketing,6.52,9,25,0
STU_133447,Balveer Bhargava,ranveer78@example.com,+919920797064,Female,20,97.5,6.3,0,High,No,HR,8.76,2,49,0
STU_729690,Lekha Bhalla,kbakshi@example.com,+917594232066,Female,21,72.3,5.1,1,Medium,No,Marketing,7.81,3,48,0
STU_549604,Sai Gera,parsazinal@example.org,+918004930407,Female,20,87.5,4.9,0,Medium,Yes,Marketing,7.73,3,48,0
STU_645675,Chandran Bora,gauriraman@example.org,+917242537238,Female,18,93.6,4.0,0,Medium,No,Marketing,7.78,5,40,0
STU_125186,Pranit Jani,tejassodhi@example.net,+918060499460,Male,19,83.4,1.6,2,Low,No,HR,7.39,3,6,1
STU_141189,Wahab Kalita,davidmuni@example.net,+916979644733,Male,23,88.3,8.4,0,Low,No,HR,10.0,7,33,0
STU_527718,Tanvi Natt,qasim15@example.org,+916528895501,Male,23,83.7,2.8,0,High,No,HR,7.67,8,12,0
STU_513298,Pallavi Char,boramekhala@example.org,+919802179138,Female,22,91.5,5.3,0,High,No,HR,5.63,2,11,0
STU_321433,Chaaya Maharaj,ytailor@example.com,+916238149277,Female,20,82.2,3.8,0,Medium,No,Marketing,6.77,2,8,0
STU_727310,Dominic More,luckygera@example.org,+919006211960,Female,22,90.9,13.1,1,Medium,No,Marketing,6.85,2,45,0
STU_519237,Riya Rao,uthaman@example.net,+917657601219,Male,22,93.5,2.8,1,Medium,No,HR,9.47,2,13,0
STU_324300,Jyoti Warrior,jayaramansarthak@example.org,+918340877233,Male,22,92.9,1.6,0,Medium,No,Marketing,8.91,4,22,0
STU_189165,Vasudha Kulkarni,ekta73@example.com,+918288784786,Female,19,87.6,3.6,1,Medium,Yes,Marketing,6.38,2,20,0
STU_645569,Jeet Mutti,yochana86@example.org,+919217956501,Male,23,80.6,3.2,0,Low,Yes,Marketing,7.19,9,42,0
STU_734546,Vasudha Dara,doctoryochana@example.com,+917641360972,Male,21,87.3,6.8,0,High,No,HR,6.98,1,41,0
STU_809664,Farhan Andra,gautam10@example.org,+919983822124,Female,20,88.7,5.5,0,Medium,No,HR,5.91,7,12,0
STU_237913,Vansha Char,berafalan@example.com,+916545748427,Female,19,84.8,5.7,0,High,No,HR,6.91,4,28,0
STU_942187,Avi Banerjee,gunbiriyengar@example.net,+919315906092,Male,18,86.4,5.2,1,High,No,HR,8.1,5,42,0
STU_234318,Alka Bhargava,manbirdar@example.net,+918116783342,Male,18,86.1,8.8,0,Medium,No,HR,6.82,5,26,0
STU_461631,Anya Mand,jasonkant@example.com,+917263068448,Female,20,74.3,10.3,2,High,No,Marketing,5.94,7,24,1
STU_765758,Mohini Dhar,kotaupkaar@example.net,+918627548753,Female,18,67.2,3.1,0,Medium,No,Marketing,8.42,2,14,1
STU_872549,Praneel Dua,faqid77@example.com,+916527039943,Male,18,70.4,10.8,1,Medium,No,HR,6.18,8,36,0
STU_602974,Gaurav Setty,rattionkar@example.net,+919601655197,Female,23,91.2,3.2,0,High,No,Marketing,7.82,8,28,0
STU_808977,Isaac Bose,obatra@example.com,+919838798667,Female,22,88.2,5.6,1,High,No,Marketing,6.4,2,31,0
STU_113047,Indali Narang,qraman@example.com,+919395757130,Female,19,84.8,9.0,1,Medium,No,Marketing,7.78,2,32,1
STU_989770,Gunbir Deshmukh,sagarchaman@example.org,+916577879420,Male,19,90.9,2.6,0,Low,No,HR,7.46,4,33,0
STU_655918,Wahab Doshi,virajthaker@example.org,+916548967171,Female,19,61.0,8.9,0,Medium,No,HR,8.46,7,33,0
STU_752267,Balveer Chandran,framanathan@example.com,+918289412808,Male,20,79.6,3.1,1,Medium,No,Marketing,8.76,3,49,0
