student_id,name,email,phone_number,gender,age,attendance_rate,study_hours_per_day,past_failures,family_income,scholarship,department,cgpa,project_score,coding_skills,dropout_status
STU_923286,Guneet Sha,samraalka@example.com,+917106850572,Female,20,82.7,0.6,0,Medium,No,ME,7.53,59,1,1
STU_219235,Chakradhar Sarna,everma@example.org,+916326502478,Female,20,83.6,4.7,0,Medium,No,EC,9.24,90,8,0
STU_295813,Maanav Badal,jlanka@example.com,+916209072484,Female,23,65.7,9.0,1,Medium,No,EC,7.82,64,8,0
STU_556597,Oscar Sandal,damyantisoman@example.net,+916769729726,Male,18,86.9,6.3,0,Low,No,ME,4.64,95,8,0
STU_592515,Sai Patla,ngill@example.net,+919470722688,Female,18,67.4,4.4,0,Low,No,ME,6.19,60,8,0
STU_370265,Jeevika Agate,seshadridarpan@example.com,+917575885115,Female,22,88.3,3.3,1,Low,No,EC,7.44,79,1,1
STU_763994,Orinder Sethi,janya09@example.org,+919149787900,Female,20,95.5,2.2,0,High,No,CS,4.76,56,1,0
STU_299889,Abha Chakraborty,madanishani@example.net,+919015459419,Male,18,82.3,2.1,0,Medium,No,ME,6.91,76,2,0
STU_159786,Charles Ramaswamy,finnsom@example.com,+918360669154,Female,21,88.9,11.0,0,Low,No,CS,7.21,23,4,0
STU_311120,Saanvi Jha,bdivan@example.com,+919819148289,Female,19,97.4,3.9,0,High,No,ME,6.06,97,2,0
STU_975269,Ryan Ramanathan,cnagi@example.org,+918617659608,Male,21,88.5,2.3,0,Low,No,ME,5.97,75,4,0
STU_446052,Vivaan Palan,lraj@example.org,+918322294554,Male,19,82.2,4.6,1,Low,No,CS,8.02,28,7,0
STU_726586,Vrishti Ramakrishnan,gauravchada@example.net,+918554566268,Female,21,84.8,3.6,0,Medium,Yes,CS,7.71,71,6,0
STU_718774,Ikshita Kapoor,pushtiswamy@example.net,+917006787187,Female,23,87.6,6.8,0,Low,Yes,CS,7.2,68,8,0
STU_969057,Eshana Nagy,tsetty@example.net,+918804432957,Female,22,96.1,9.2,0,High,No,EC,7.32,50,8,0
STU_195688,Krish Bhakta,upmanath@example.net,+918726424888,Male,19,87.7,4.3,0,Medium,No,EC,6.23,61,7,0
STU_725030,Upkaar Bawa,hemani77@example.net,+917597227115,Male,23,93.1,3.3,0,Low,No,EC,8.28,39,4,0
STU_516969,Manan Lanka,sahaurvi@example.org,+916549497861,Female,21,90.2,3.9,0,Medium,No,EC,8.83,33,3,0
STU_861825,Janani Subramaniam,murtyvivaan@example.org,+917229535444,Male,18,94.2,7.1,0,High,No,EC,8.8,54,9,0
STU_937667,Sai Palla,eshanasaha@example.org,+916662317266,Male,20,67.8,4.9,0,Medium,Yes,EC,6.95,24,2,0
STU_909003,Ekavir Kale,psangha@example.net,+918327820764,Male,23,86.9,3.1,0,Medium,No,ME,7.57,39,7,0
STU_123506,Hredhaan Dhingra,samuel97@example.com,+917781357958,Female,21,93.3,9.7,1,Medium,No,EC,6.44,93,4,0
STU_848856,Yug Bhalla,nandaati@example.com,+917227580490,Female,20,90.3,7.4,1,Medium,No,EC,8.11,44,1,1
STU_223160,Jeevika Ray,niharika83@example.com,+918055571692,Male,22,89.3,4.1,0,High,No,ME,7.4,88,9,0
STU_204166,Darsh Mitter,isaac16@example.org,+919342661826,Male,23,87.3,2.8,0,High,No,CS,4.92,22,9,0
STU_948963,Ranbir Sahni,nishapalan@example.org,+916135867442,Male,21,90.6,2.6,1,Medium,Yes,CS,8.53,72,2,0
STU_570863,Arya Barad,ichoudhary@example.com,+918473557586,Male,23,87.7,2.5,0,Low,No,CS,6.51,63,4,0
STU_280628,Naveen Sarraf,charlesjohal@example.net,+916367118790,Female,20,79.2,2.0,0,High,Yes,EC,7.56,52,6,0
STU_223567,Urvashi Shankar,simondayal@example.net,+918162367859,Female,20,88.8,1.7,0,Medium,Yes,CS,8.04,65,4,0
STU_958638,Pushti Bose,zgarg@example.org,+917712167372,Female,18,78.8,3.9,0,Low,No,ME,7.38,50,1,0
STU_578336,Gabriel Tripathi,gmishra@example.net,+917748609446,Male,20,64.8,4.1,0,Medium,No,ME,6.27,63,2,1
STU_905884,Bhavya Jayaraman,sinhaupadhriti@example.net,+917489072905,Male,21,95.7,6.0,1,Medium,No,ME,6.77,70,7,0
STU_641622,Ekbal Wagle,chakradharsehgal@example.org,+917840052168,Female,22,61.3,5.1,0,Medium,Yes,ME,6.94,78,4,0
STU_813235,Gauri Solanki,nayarhardik@example.com,+918333035341,Female,19,85.9,3.8,0,Low,No,CS,6.35,81,5,0
STU_373623,Finn Bedi,wvala@example.com,+919396678590,Female,18,87.0,6.7,0,High,Yes,EC,8.22,58,7,0
STU_312148,Neel Krishnamurthy,ishaninarayan@example.net,+919864250954,Male,21,89.5,3.8,0,High,No,CS,9.65,93,4,0
STU_397061,Gavin Bir,nattekani@example.com,+919010896268,Female,19,72.9,1.6,1,Medium,No,EC,6.18,84,9,0
STU_680526,Niharika Nayar,singhalhemang@example.com,+917307166222,Female,21,72.7,3.9,0,High,Yes,ME,4.81,66,7,0
STU_627889,Bhavani Grewal,shukladamini@example.org,+918363634363,Female,19,64.2,3.1,0,Low,Yes,CS,8.35,89,4,0
STU_145988,Manthan Kothari,brinda49@example.net,+917170894855,Male,22,88.1,4.1,0,High,No,ME,4.82,34,9,0
STU_514701,Bhavya Sur,warinder12@example.com,+918369518084,Female,23,89.3,2.1,1,Medium,No,ME,7.68,80,2,1
STU_588356,Mason Borra,nathanielkonda@example.net,+918325401301,Male,23,96.4,11.1,1,Medium,No,CS,8.11,60,8,0
STU_301113,Anjali Kant,rpatla@example.org,+918973570081,Male,20,74.1,4.7,1,Medium,Yes,CS,6.18,95,7,0
STU_891644,Aditya Murty,jaggitanveer@example.org,+918739982560,Male,19,80.0,4.9,0,High,No,EC,6.8,29,9,0
STU_941543,Dominic Bawa,dlall@example.org,+916983773332,Female,20,81.4,1.6,1,Medium,No,ME,7.1,88,8,0
STU_106146,Jatin Hegde,ubahri@example.org,+916350742944,Male,21,97.6,5.0,1,Medium,Yes,ME,7.01,55,4,0
STU_654974,Yutika Luthra,oeshibhatti@example.org,+917984334069,Male,19,80.2,12.5,0,High,No,CS,6.5,54,1,1
STU_236672,Zayan Sanghvi,cboase@example.org,+919360323287,Female,23,75.9,2.9,1,Medium,No,ME,6.07,79,7,0
STU_714816,Priya Vasa,draja@example.com,+919204987516,Female,22,74.5,4.0,1,High,No,ME,7.36,27,5,1
STU_590824,Jacob Uppal,lvig@example.org,+919087566231,Female,18,85.7,7.0,0,Medium,No,EC,4.39,56,4,1
STU_695844,Kalpit Lanka,wyatt84@example.com,+917286783853,Female,21,90.1,3.7,1,Medium,No,EC,7.57,52,1,0
STU_371899,Gabriel Kale,jyoti39@example.net,+916242388708,Male,18,91.0,8.6,0,Low,Yes,EC,7.78,21,8,0
STU_239900,Tripti Devan,mahikaoak@example.com,+919992403404,Female,21,74.1,2.0,0,High,Yes,EC,8.15,66,1,0
STU_454478,Jackson Gara,krisha58@example.org,+917877878336,Female,22,70.4,6.8,0,Low,No,CS,4.57,29,1,0
STU_135057,Dalaja Gala,golayatan@example.com,+916595382911,Female,18,98.4,3.9,0,Medium,No,EC,8.43,90,8,0
STU_441402,Rachana Parsa,lsule@example.org,+916949895012,Male,23,91.0,3.0,0,Medium,No,ME,7.97,60,6,0
STU_207116,Bhanumati Golla,surabaghyawati@example.com,+917105697418,Female,20,98.8,5.4,0,High,Yes,CS,7.67,89,3,0
STU_961441,Gaurangi Choudhry,ekavirkhare@example.net,+917312708412,Male,18,70.7,1.7,0,Low,No,ME,4.0,85,3,1
STU_877025,Qasim Nadig,varenya90@example.com,+916433483237,Female,22,88.5,7.3,0,High,No,CS,8.25,31,6,0
STU_662078,Shivansh Borra,ychhabra@example.net,+918738277070,Female,21,87.0,4.4,0,Medium,No,ME,7.32,60,8,0
STU_141083,Gayathri Ranganathan,maanas71@example.com,+919734280662,Female,20,92.0,1.6,0,High,No,ME,7.36,97,7,0
STU_796808,Rishi Ramakrishnan,meghana47@example.org,+916197348871,Female,18,98.4,4.8,1,Medium,No,ME,6.4,88,2,0
STU_696161,Jason Sridhar,falgunidara@example.net,+916399660327,Male,19,96.8,5.2,1,Low,No,EC,7.38,34,3,0
STU_563437,Raksha Mani,dyalisaac@example.net,+918171163805,Male,19,59.4,2.0,1,High,Yes,CS,6.89,61,1,1
STU_783415,Anamika Ratta,upadhriti30@example.com,+917941667875,Male,18,89.4,9.7,0,High,No,CS,6.53,63,6,0
STU_612723,Jackson Padmanabhan,bhavna51@example.org,+919992444828,Female,21,80.7,1.8,0,Medium,No,ME,4.5,71,8,0
STU_770996,Vanya Dayal,basakandrew@example.com,+919279022188,Female,22,96.9,5.1,0,Low,No,CS,7.73,59,4,0
STU_415353,Anusha Jani,rajarin@example.org,+919319524221,Female,19,93.3,2.3,0,Medium,Yes,CS,5.66,64,7,0
STU_188761,Bachittar Luthra,nisha66@example.com,+917795903475,Male,21,86.8,7.4,0,Medium,No,CS,6.79,78,2,0
STU_527473,Neel Sankaran,borajanuja@example.net,+917895294109,Female,22,86.6,2.5,0,Medium,No,EC,6.17,20,5,0
STU_595689,Qarin Bhatnagar,masonlalla@example.com,+917856894362,Male,23,79.7,2.2,1,High,No,CS,7.12,45,7,0
STU_892562,Arjun Sanghvi,qbalasubramanian@example.com,+916090269039,Male,23,98.6,2.7,1,Medium,No,ME,5.1,92,9,0
STU_496011,Chakrika Dasgupta,ramakrishnanmanya@example.com,+916556644021,Female,23,90.5,4.5,0,High,No,CS,5.72,92,8,0
STU_634114,Vansha Sarin,khoslahemani@example.com,+918455246241,Male,21,81.0,2.8,0,Medium,No,EC,5.46,40,6,0
STU_659302,Tamanna Salvi,wmani@example.org,+918584747777,Female,19,93.3,4.7,0,High,No,EC,4.5,79,9,0
STU_852041,Eshana Vasa,bsibal@example.net,+918199934581,Female,20,78.3,3.5,0,High,No,CS,5.67,33,7,0
STU_557712,Arya Kumer,horajai@example.org,+918667603704,Male,23,86.8,9.4,1,Medium,Yes,ME,5.68,97,6,0
STU_911110,Mahika Hegde,xradhakrishnan@example.net,+916705815333,Female,20,86.4,2.2,1,High,No,CS,5.64,71,1,0
STU_378733,Vanya Nayak,aarini99@example.org,+917878245079,Female,23,87.3,1.9,1,Medium,No,CS,7.79,75,2,0
STU_426018,Tanveer Keer,ssarin@example.net,+918745228538,Female,21,91.6,6.0,0,Medium,No,CS,5.07,81,9,0
STU_582515,Gaurangi Aurora,nakul93@example.com,+918323564706,Female,21,94.6,2.5,1,High,Yes,EC,6.43,79,7,0
STU_443471,Owen Buch,kapadiaagastya@example.com,+919566803983,Male,23,92.5,4.7,1,Medium,No,CS,5.43,54,3,0
STU_633473,Saumya Cheema,darika78@example.org,+918381495164,Female,18,64.5,8.1,0,Medium,No,EC,10.0,53,2,0
STU_377300,Yutika Hans,hiral92@example.com,+919648418978,Male,23,93.8,3.9,0,Low,No,ME,6.88,25,6,0
STU_798590,Harini Mane,triveni51@example.net,+919040183267,Female,23,76.9,4.2,0,Medium,No,CS,7.66,68,1,0
STU_575393,Neel Magar,omjagrati@example.com,+918510822765,Male,18,95.3,4.9,0,Medium,No,EC,7.57,85,5,0
STU_690832,Leela Lal,gaurika66@example.net,+919275055923,Female,23,94.3,2.2,0,Low,No,ME,7.36,56,9,0
STU_214727,Luke Dugal,pinglepranav@example.com,+917509240704,Female,20,92.7,1.2,0,High,No,EC,6.52,22,3,0
STU_186476,Veer Magar,kborde@example.com,+918170838157,Male,18,96.0,9.0,0,Medium,No,EC,6.7,50,2,0
STU_517702,Aarna Kibe,zbhalla@example.com,+918436905710,Male,23,91.6,3.5,1,Medium,No,CS,6.77,75,7,0
STU_421460,Nitara Naidu,rohansethi@example.org,+918039763087,Male,21,87.7,3.6,0,Medium,No,CS,4.36,52,9,0
STU_345143,Nathan Raja,priya79@example.net,+919151954238,Male,19,68.5,3.9,0,Low,No,EC,7.39,60,9,0
STU_988528,Vedika Kulkarni,nitara73@example.net,+919038017065,Female,23,74.7,3.3,0,Medium,No,EC,5.91,60,4,0
STU_562123,Oviya Dugal,jsaxena@example.net,+916913589535,Male,21,95.7,3.5,0,Medium,No,CS,5.26,84,5,0
STU_230755,Onkar Viswanathan,magarguneet@example.com,+919513888667,Female,20,82.9,9.7,0,High,No,CS,5.85,61,9,0
STU_489987,Adweta Dhingra,csingh@example.net,+917763327161,Female,23,93.9,2.3,1,High,No,CS,5.79,35,9,0
STU_595268,Jai Dash,upasna63@example.net,+916415795664,Female,18,88.6,5.8,0,Medium,Yes,CS,6.59,40,4,0
STU_886336,Nikita Pai,kapadiamadhavi@example.org,+917469760493,Male,21,87.0,3.4,0,Low,No,CS,6.08,69,9,0
STU_966411,Nikita Narayan,zashil54@example.com,+916033276407,Male,18,80.2,1.3,1,Medium,No,ME,7.77,43,7,0
STU_914025,Sanya Rege,bchad@example.com,+917186559354,Male,21,70.4,7.8,0,Medium,No,EC,8.82,85,6,0
STU_250503,Falak Krish,lajitanadig@example.com,+918146478580,Female,20,90.7,2.6,0,Medium,No,EC,7.36,82,2,0
STU_583663,Hemal Chhabra,riya98@example.com,+919813959929,Male,21,89.5,9.6,0,High,No,CS,6.88,68,1,0
STU_200909,Nihal Bhandari,xalak82@example.org,+918218135923,Female,19,62.0,2.1,1,High,No,CS,6.75,64,1,1
STU_287534,Girindra Sami,zmani@example.net,+919180482175,Male,23,72.8,6.3,0,High,No,ME,8.64,36,1,0
STU_439356,Ekalinga Sarraf,lallaupkaar@example.com,+916192931044,Female,20,76.8,2.2,1,Low,No,EC,9.84,23,3,0
STU_201761,Amrita Parekh,odhillon@example.net,+917098294302,Female,23,95.7,2.5,0,High,Yes,ME,4.28,91,3,0
STU_234215,Amaira Tak,qlal@example.org,+917170090898,Male,18,91.3,3.6,0,High,No,ME,7.05,25,2,0
STU_539408,Liam Bobal,jackson73@example.net,+919119399375,Female,20,83.3,3.9,0,Medium,No,EC,7.38,46,9,0
STU_887794,Wyatt Ram,bimala15@example.org,+917523799634,Male,20,69.0,2.4,0,Medium,No,EC,4.95,57,5,0
STU_399006,Bina Bhatnagar,dalbir80@example.com,+917027652275,Male,21,91.6,2.4,0,Medium,No,CS,6.78,38,4,0
STU_781072,Devika Borde,harish05@example.com,+919365528855,Female,22,75.3,6.2,1,Medium,No,CS,9.72,53,3,0
STU_318503,Rachana Toor,tanveer63@example.org,+918452722264,Male,22,78.8,2.0,2,Medium,No,CS,5.57,63,4,1
STU_145719,Triya Sachar,dinnihal@example.net,+919019558462,Male,18,79.0,4.2,1,Medium,Yes,ME,6.68,87,8,0
STU_928666,Hiral Bera,tandonekta@example.net,+917352395398,Male,19,91.8,2.8,0,High,No,CS,7.15,86,8,0
STU_490341,Pushti Kohli,badalrachita@example.com,+918541092559,Female,21,90.5,1.4,2,Medium,No,ME,7.37,69,6,0
STU_162493,Dhruv Bahl,amolsachar@example.org,+919566641624,Female,19,81.8,0.9,1,Medium,No,ME,4.56,76,5,0
STU_961775,Triveni Keer,tsekhon@example.com,+919092011389,Female,18,87.4,4.3,0,Low,No,CS,6.68,82,1,0
STU_177859,Tristan Sarkar,quincydugar@example.net,+918367026948,Male,23,55.8,2.8,0,High,No,ME,8.12,34,3,0
STU_641014,Vaishnavi Shah,charita45@example.org,+918323075937,Male,19,54.3,9.2,0,High,No,EC,7.34,98,5,0
STU_865074,Divya Rana,jrau@example.org,+916008969138,Female,20,90.9,3.5,0,Medium,No,ME,5.93,54,5,0
STU_619849,Anjali Chandra,imuni@example.com,+918915935077,Male,19,79.6,2.8,0,High,No,CS,6.01,67,2,1
STU_360012,Baljiwan Misra,pallaanmol@example.com,+917180407043,Male,18,72.8,4.4,0,High,No,CS,6.67,28,1,1
STU_933205,Lakshmi Bora,wahabrajagopalan@example.com,+917816639518,Male,18,64.5,0.4,0,Medium,Yes,EC,6.18,28,6,0
STU_921420,Lipika Kibe,inayachandran@example.com,+917257124977,Male,22,79.9,8.4,2,High,Yes,CS,7.39,51,2,1
STU_304264,Sudiksha Badal,amara93@example.com,+919462758129,Female,23,84.1,3.5,0,High,No,CS,5.73,63,4,0
STU_594161,Nimrat Devan,brijesh87@example.net,+919852215859,Male,19,81.1,3.8,1,Low,No,EC,5.62,43,8,0
STU_398745,Gautami Murty,parmerlopa@example.net,+918391619053,Male,21,92.1,5.4,0,Medium,No,EC,6.92,39,8,0
STU_590311,Caleb Sangha,tara29@example.net,+917944611965,Male,19,66.0,2.4,0,Medium,No,EC,6.97,81,5,0
STU_630044,Sai Sankaran,ldalia@example.net,+916585807921,Male,18,68.9,6.4,1,Medium,Yes,CS,6.26,21,8,0
STU_735125,Neel Chander,samarchawla@example.com,+918500802303,Female,19,69.3,1.1,0,High,No,ME,5.59,52,2,0
STU_748472,Aarna Nagy,bhavikamadan@example.org,+919271854381,Female,20,58.4,4.3,0,Medium,No,ME,8.36,58,6,0
STU_940960,Oeshi Bajwa,isaacpatla@example.org,+918159318368,Male,21,92.9,5.0,0,Medium,No,CS,7.35,69,6,0
STU_138048,Orinder Ben,atharvmammen@example.net,+919158502818,Male,18,90.2,5.9,0,Medium,No,CS,6.28,85,4,0
STU_681118,Osha Wason,tiwaridhriti@example.com,+918444391819,Female,23,73.7,3.1,0,Medium,No,ME,8.34,37,5,0
STU_190830,Rajata Keer,samesh28@example.com,+917010717568,Female,22,91.7,4.3,0,Medium,No,CS,7.52,80,2,0
STU_781979,Keya Bains,thakuranjali@example.org,+919651142429,Male,18,84.6,6.5,1,Low,No,EC,8.07,88,6,0
STU_522617,Reyansh Sagar,pantgunbir@example.com,+916640192035,Male,23,97.3,4.0,1,Low,No,CS,6.54,99,2,0
STU_821288,Fitan Contractor,fiyaz53@example.org,+918507832793,Female,19,84.9,4.1,1,High,No,CS,6.9,72,5,0
STU_733804,Nitara Saran,libni12@example.com,+918333571434,Male,19,96.5,0.9,0,High,No,ME,6.38,82,4,0
STU_515779,Yadavi Dash,bawaanamika@example.org,+919753750318,Male,19,72.0,6.4,0,High,Yes,CS,6.89,52,5,0
STU_927236,Manbir Munshi,tkeer@example.org,+919259143980,Male,23,79.7,1.0,1,Medium,No,ME,6.26,91,1,0
STU_358698,Chakradhar Naidu,vrishti90@example.net,+917655504905,Female,18,85.4,4.6,0,Low,No,EC,6.85,92,6,0
STU_313522,Teerth Baria,kbobal@example.org,+917247262028,Female,19,96.8,6.6,0,Medium,No,CS,7.11,57,4,0
STU_414305,Alexander Natarajan,meerapadmanabhan@example.net,+916757333218,Male,18,92.3,4.9,0,Medium,No,ME,7.02,39,9,0
STU_520600,Tanmayi Bhasin,zdara@example.org,+918253870751,Male,23,79.2,0.9,2,Medium,No,EC,8.96,91,5,0
STU_448792,Imaran Naik,guhajai@example.com,+919022733686,Female,23,87.9,0.9,1,Medium,No,CS,4.0,79,5,0
STU_992817,Tanveer Mander,xsachdeva@example.org,+918460396676,Male,21,91.1,1.5,0,Medium,No,ME,6.61,65,9,0
STU_528429,Wakeeta Narula,vasanasoni@example.org,+917019493769,Female,22,88.3,2.9,0,High,No,CS,6.63,80,3,0
STU_290590,Nakul Dara,dbajaj@example.org,+917992351669,Female,22,80.0,9.3,1,Medium,No,CS,6.84,74,2,0
STU_981028,Lajita Basak,vasudha09@example.org,+918581008556,Female,22,72.5,2.5,0,High,No,EC,6.94,54,1,0
STU_279571,Lavanya Patel,fmaster@example.org,+918205122451,Male,22,83.4,3.7,0,Medium,No,CS,6.75,34,5,0
STU_343497,Girik Borra,vpau@example.org,+919131185784,Female,23,82.3,5.9,0,Medium,No,ME,7.11,57,5,0
STU_420097,Yochana Toor,onkarsekhon@example.net,+918366342501,Male,19,77.2,5.7,0,Low,No,CS,4.68,94,7,0
STU_301346,Yagnesh Mitra,wdave@example.org,+918074031605,Female,20,96.9,4.8,0,Medium,No,ME,6.37,77,9,0
STU_236537,Odika Sama,triveniwali@example.com,+919778091774,Female,22,75.7,6.2,0,Medium,No,ME,7.82,26,7,0
STU_823170,Faraj Buch,yashodharajani@example.org,+917191644102,Male,22,89.5,6.6,1,High,No,CS,8.76,56,7,0
STU_792386,Isha Radhakrishnan,nagarupkaar@example.org,+919152423789,Female,20,85.7,4.4,0,High,Yes,CS,6.92,99,1,0
STU_645639,Osha Lala,talwardarpan@example.net,+918760998671,Female,21,67.8,4.6,0,Low,No,CS,7.17,94,6,0
STU_629976,Kavya Sule,psodhi@example.net,+918099914698,Female,21,81.8,2.9,0,Medium,No,CS,7.24,44,6,0
STU_454062,Hitesh Oommen,aupadhyay@example.net,+917203223344,Male,21,83.2,4.1,0,Medium,No,EC,6.77,67,2,1
STU_369075,Keya Narayan,sakshamissac@example.org,+916346131819,Male,21,80.0,5.4,0,Medium,No,EC,4.35,29,8,0
STU_409901,Omisha Rana,mugdha35@example.net,+919585125637,Male,20,89.7,4.3,0,Medium,No,EC,5.64,89,9,0
STU_317678,Ekanta Prabhu,anirudhom@example.net,+918641184178,Male,23,85.4,5.4,0,High,No,ME,5.9,36,7,0
STU_997372,Vasudha Uppal,wishi70@example.org,+919632861062,Female,20,88.8,4.0,0,Low,Yes,EC,7.9,63,4,0
STU_280093,Peter Subramaniam,fariq15@example.org,+916912216842,Male,21,63.9,5.2,0,Low,No,EC,6.3,97,9,0
STU_424139,Sara Nath,divya76@example.net,+918672816248,Male,19,92.3,2.5,0,Low,No,EC,5.93,51,4,0
STU_192740,Urvi Chandra,samaksh64@example.com,+917913573220,Female,21,92.5,5.3,0,Medium,No,EC,8.27,41,4,0
STU_898122,Chanchal Majumdar,ishanker@example.org,+919161461597,Female,18,77.7,4.8,0,Medium,No,ME,5.99,88,2,0
STU_134427,Rachana Ganguly,chandrangavin@example.net,+919544742855,Female,19,84.4,8.4,0,High,No,ME,5.96,61,6,0
STU_932789,Tanay Hayre,avarma@example.com,+917403119279,Male,19,88.3,6.7,0,Medium,No,EC,7.06,72,9,0
STU_204742,Harshil Kar,farismukhopadhyay@example.com,+919082568440,Male,19,88.9,8.0,0,Medium,No,EC,7.54,77,4,0
STU_498864,Frado Keer,neelima36@example.org,+918671506128,Male,22,75.7,5.2,1,Medium,No,EC,4.74,20,3,1
STU_538941,Edhitha Puri,yashodharabhakta@example.com,+916602405732,Male,18,84.1,10.9,0,Medium,No,CS,4.35,45,2,1
STU_231733,Noah Chandran,bahadurjit23@example.com,+917064913852,Male,20,79.1,1.8,0,High,No,CS,8.06,62,7,0
STU_885221,Jatin Sinha,gadeelijah@example.com,+919078207513,Male,21,46.6,4.7,1,Medium,No,EC,6.1,95,9,0
STU_954440,Victor Borah,tsidhu@example.net,+917126578238,Female,21,94.7,1.7,0,Medium,No,CS,7.8,75,3,0
STU_525228,Gaurangi Morar,rastogivyanjana@example.net,+918165809269,Female,21,91.1,1.8,0,Medium,No,CS,6.12,37,8,0
STU_842643,Rachita Salvi,sudikshasarraf@example.com,+916662964386,Male,19,91.2,6.4,1,Low,No,EC,5.73,72,4,0
STU_874575,Jatin Mani,xavierbarad@example.org,+917985404075,Male,22,89.2,14.0,0,Medium,No,EC,4.77,47,3,0
STU_810289,Ayushman Bose,giriksani@example.net,+917269407638,Male,23,63.7,9.7,0,High,No,CS,6.23,40,1,0
STU_858400,Orinder Saxena,karanjha@example.com,+918083027554,Female,20,85.7,0.7,0,High,No,ME,4.69,76,5,0
STU_378064,Dominic Oommen,jagrati14@example.org,+917520266534,Female,20,91.8,5.9,0,Low,No,CS,6.62,94,8,0
STU_729244,Sanya Varughese,harshiljohal@example.net,+918977746511,Male,23,90.3,6.2,1,Low,No,ME,8.3,80,3,0
STU_564179,Kashish Zachariah,hdeo@example.net,+916220417572,Female,22,97.6,7.0,0,Medium,No,ME,7.55,29,2,0
STU_381573,Balendra Srinivas,finn98@example.com,+919456607107,Male,19,92.4,8.4,1,Medium,No,CS,7.18,42,7,0
STU_825160,Falguni Bhargava,adwetasoni@example.org,+917378919541,Female,21,85.8,1.1,0,High,No,EC,5.58,30,6,0
STU_419930,Ishanvi Bala,zlala@example.com,+919434588199,Male,23,80.5,7.9,0,Medium,No,EC,6.2,22,6,0
STU_869544,Lipika Bhatia,upma32@example.com,+919753506342,Male,20,66.9,10.1,0,Low,No,ME,6.98,42,7,0
STU_712739,Henry Mall,kapoorvedant@example.net,+918840401837,Male,19,79.9,7.8,0,Medium,No,CS,6.04,79,1,0
STU_389986,Yashica Venkataraman,tanveerbhatti@example.com,+917948754591,Male,23,90.2,3.5,1,Medium,No,CS,5.52,90,3,0
STU_396699,Sarthak Wason,minhasmichael@example.com,+917540484076,Male,21,87.9,6.2,0,High,No,EC,7.01,85,4,0
STU_678094,Osha Yogi,harinakshibal@example.net,+918539600606,Female,23,80.3,5.7,0,High,No,ME,4.43,53,5,0
STU_200716,Brinda Prakash,godajason@example.net,+917544969826,Male,19,93.2,8.7,1,Low,No,CS,6.09,63,1,0
STU_576974,Vedika Singh,hshere@example.org,+916799620382,Female,22,90.1,1.0,1,High,Yes,CS,7.96,91,2,1
STU_901498,Luke Seshadri,zansibanerjee@example.com,+917761683556,Female,23,90.4,2.0,0,Medium,Yes,CS,7.52,76,8,0
STU_319568,Yashawini Vyas,davidoak@example.com,+918904407125,Female,19,81.4,10.3,1,Medium,No,CS,6.31,56,3,0
STU_961279,Tamanna Ben,ganganigam@example.org,+916841492309,Male,20,76.1,6.6,1,High,No,CS,7.13,41,1,1
STU_950101,Janaki Mangal,dyalbenjamin@example.com,+917913226393,Female,21,74.0,4.0,0,High,No,CS,7.14,44,4,0
STU_682492,Keya Rama,jacob90@example.org,+919746790283,Female,23,84.6,10.4,0,High,No,CS,5.37,80,8,0
STU_614667,Avi Sangha,guneet17@example.net,+919146330708,Male,19,88.4,3.0,0,Medium,No,EC,8.29,80,5,0
STU_546414,Shravya Bhakta,abhavohra@example.com,+916539563650,Female,20,74.3,4.2,0,Medium,No,CS,4.44,97,6,0
STU_428496,Qadim Rana,qasimbanik@example.com,+918166267014,Male,21,75.7,2.6,0,Low,No,CS,7.13,81,8,0
STU_293651,Vrishti Deep,warhi92@example.net,+919694337746,Male,18,78.9,5.4,0,Medium,No,EC,5.65,88,3,0
STU_965701,Jagdish Luthra,mitalbalveer@example.com,+919552601518,Female,18,70.7,2.4,0,Low,No,CS,5.93,60,1,0
STU_516687,Januja Goel,choudhrytriveni@example.net,+919898533679,Male,18,83.1,1.8,0,High,No,EC,9.69,31,9,0
STU_777819,Bhavini Kothari,krishna92@example.com,+916350650711,Female,19,89.5,1.7,0,Medium,No,EC,5.38,95,1,1
STU_817400,Chasmum Mannan,vsaha@example.com,+917405947258,Male,18,79.8,2.3,1,High,No,EC,7.04,48,7,0
STU_701201,Bina Sathe,ldey@example.org,+916239977424,Male,18,79.8,1.3,0,Low,No,EC,5.97,63,8,0
STU_119679,Hemani Dewan,chanchalsami@example.org,+917214411493,Male,23,87.0,5.9,0,Medium,No,CS,7.54,62,5,0
STU_826570,Krish Bandi,cchana@example.org,+917052429879,Female,18,75.4,2.4,0,Medium,No,CS,5.34,31,9,0
STU_443461,Rehaan Bal,lajita15@example.net,+917123616048,Male,19,68.2,1.7,0,Medium,No,EC,6.02,60,2,0
STU_810016,Amaira Sathe,aryakashvi@example.org,+916387791427,Male,23,63.6,3.0,0,Medium,No,CS,6.95,32,5,0
STU_869571,Yamini More,omdaksha@example.net,+918273426511,Male,23,78.7,0.5,0,Medium,No,EC,5.32,93,6,0
STU_934479,Ekaraj Krish,devanpahal@example.org,+916251781675,Female,18,89.1,0.9,1,High,No,EC,7.53,20,7,0
STU_169560,Tarak Grewal,nagarajankeya@example.net,+919206540669,Female,20,80.6,5.6,1,High,No,ME,7.92,64,2,0
