student_id,name,email,phone_number,gender,age,attendance_rate,study_hours_per_day,past_failures,family_income,scholarship,course_stream,cgpa,audit_hours,law_score,dropout_status
STU_284564,Ishani Nagar,vrinda26@example.com,+917004355299,Female,22,80.0,2.6,0,Medium,No,CA,6.91,426,64,0
STU_252912,Hemangini D’Alia,abhimanyu13@example.org,+917606159218,Male,19,70.1,3.8,1,High,No,CA,7.86,332,81,1
STU_407258,Qadim Gola,vartygirik@example.net,+919630746726,Female,23,80.8,3.3,0,Medium,No,B.Com,6.18,109,35,0
STU_547579,Triya Kalita,lipika40@example.com,+916725128822,Male,20,61.0,4.4,0,Medium,No,B.Com,6.89,45,65,0
STU_860532,Zehaan Dass,parekhunni@example.com,+919267183813,Male,21,87.8,5.2,0,High,No,B.Com,9.59,116,58,0
STU_403795,Yasti Sandal,chakradev96@example.com,+918290694721,Male,23,91.4,2.5,0,High,No,B.Com,8.68,276,98,0
STU_598860,Faras Gupta,radhika27@example.com,+918455733403,Male,22,67.3,10.4,0,Medium,No,CA,9.5,189,70,0
STU_806144,Faraj Arora,ekajadin@example.org,+917298301368,Male,23,77.4,6.3,0,Medium,No,B.Com,10.0,414,85,0
STU_800689,Anamika Patel,girishkale@example.org,+916867042115,Female,22,74.8,6.3,0,Low,No,CA,6.89,446,76,1
STU_585974,Urvashi Thakkar,charchaitanya@example.net,+919800285546,Male,22,96.6,5.8,0,Medium,No,CA,6.16,152,62,1
STU_985851,Kashish Johal,rlall@example.com,+919596924507,Male,21,96.8,3.2,0,Medium,No,CA,7.53,258,78,0
STU_964043,Upkaar Sampath,shroffbhavna@example.net,+919765093866,Male,21,84.3,5.8,2,Medium,No,B.Com,4.51,251,46,1
STU_459052,Aarini Dani,widishaedwin@example.com,+917701359249,Female,22,93.2,14.0,0,Low,No,B.Com,6.24,185,74,0
STU_840076,Gautami Sheth,avi81@example.net,+917612644583,Male,19,64.9,2.1,1,Medium,Yes,CA,7.25,361,31,1
STU_461874,Dhruv Deshpande,dtata@example.org,+918995875153,Female,22,71.2,5.4,0,High,Yes,CA,8.57,418,51,0
STU_693371,Rehaan Ghosh,finnpatla@example.org,+918132946496,Female,22,72.6,3.3,0,Medium,No,CA,8.34,428,48,0
STU_655915,Chatura Kara,kritika19@example.net,+916438969192,Female,23,92.0,4.0,0,Medium,No,B.Com,6.47,149,50,0
STU_499749,Maanas Divan,csule@example.net,+916169069520,Male,22,75.9,3.2,0,Medium,Yes,CA,5.99,374,45,0
STU_716749,Isaac Raman,pupadhyay@example.org,+918692125846,Male,19,76.0,4.5,0,Medium,No,B.Com,9.46,14,54,1
STU_645800,Meera Jain,anusha74@example.net,+919140570273,Female,20,88.4,2.0,0,High,No,B.Com,4.85,166,39,0
STU_775122,Ekansh Srinivas,sraja@example.org,+918732757810,Female,21,92.1,2.7,0,Medium,No,B.Com,7.86,316,65,1
STU_690381,Arin Nagarajan,bassigaurangi@example.net,+916059274316,Female,21,83.1,4.7,0,High,No,CA,7.34,464,56,0
STU_660677,Chasmum Maharaj,lsarna@example.com,+916469197979,Male,21,88.5,5.7,1,Medium,No,B.Com,5.1,383,51,0
STU_286153,Rachita Chandra,chanaabhiram@example.org,+918853833715,Male,21,91.6,2.1,0,Low,No,CA,5.82,164,80,0
STU_564772,Osha Raval,zehaanvig@example.com,+919428735637,Female,20,85.1,3.6,0,Low,No,CA,10.0,409,58,1
STU_995992,Upasna Devan,harish84@example.org,+916553041311,Male,22,85.2,6.3,0,Medium,No,B.Com,8.99,317,45,0
STU_610529,Darpan Dara,nathanrout@example.org,+919788376571,Male,19,88.3,4.1,0,Medium,No,CA,5.88,364,63,0
STU_159353,Gautami Dora,udantmahajan@example.org,+917854369349,Female,18,56.3,2.1,1,Low,No,CA,7.29,312,35,1
STU_916092,Yochana Tata,parikhjhalak@example.org,+919550123882,Male,18,84.1,1.5,0,Medium,No,CA,9.82,277,36,0
STU_771967,Aachal Loyal,qasimdivan@example.com,+919044845129,Male,22,85.3,1.3,0,Low,No,CA,8.24,51,74,0
STU_836105,Vanya Vora,chahallila@example.com,+918184576513,Female,18,77.2,4.1,0,Medium,Yes,B.Com,7.3,155,56,0
STU_191190,Falan Murty,samraisaiah@example.com,+916048550792,Male,23,70.6,1.4,0,High,Yes,CA,6.42,295,85,0
STU_210158,Sara Palla,ramakrishnanmadhav@example.net,+919845674489,Male,19,92.2,5.7,0,Low,No,B.Com,8.13,476,46,0
STU_295997,Patrick Dass,yparsa@example.net,+917510946489,Female,18,95.5,2.3,0,Medium,No,B.Com,10.0,168,76,0
STU_139743,Oni Kaur,brinda28@example.com,+919625257682,Female,23,73.7,5.9,0,Medium,No,CA,6.32,229,63,1
STU_125417,Theodore Sant,asingh@example.com,+919982476266,Male,20,49.5,5.7,0,Medium,No,CA,10.0,21,33,1
STU_338742,Mitali Goyal,ishamisra@example.org,+918640121136,Female,22,86.2,5.3,0,High,Yes,CA,6.58,264,35,1
STU_610581,Rudra Majumdar,amritakadakia@example.org,+916048797183,Female,23,94.5,4.6,0,Medium,No,B.Com,7.09,57,66,0
STU_144393,Ayaan Golla,yagnesh34@example.com,+916607393964,Male,22,60.8,1.3,0,Medium,No,CA,6.19,19,50,1
STU_290400,Atharv Patla,wshenoy@example.net,+919386229352,Male,19,97.7,11.7,0,Medium,No,B.Com,7.8,28,77,0
STU_418439,Shivani Sangha,nilima66@example.com,+916231706003,Male,22,91.8,2.2,0,High,No,B.Com,5.14,467,79,0
STU_241209,Rachita Prashad,wazirlala@example.com,+916288259180,Female,22,81.1,8.1,0,Low,No,CA,4.45,234,90,0
STU_136258,Kalpit Naidu,daveadya@example.org,+919227659524,Female,18,76.5,11.8,0,High,No,B.Com,6.3,8,93,0
STU_718793,Meera Vaidya,samakshvarughese@example.org,+917850404723,Male,23,90.6,6.1,0,Low,No,B.Com,6.45,117,59,0
STU_401565,Aayush Nagy,vnarain@example.net,+916553340964,Male,22,84.4,1.2,0,High,No,B.Com,8.85,395,59,1
STU_702250,Atharv Manne,irya17@example.com,+918624038905,Female,22,74.2,0.3,1,High,No,B.Com,7.49,466,80,0
STU_979444,Ati Karnik,ckorpal@example.com,+918693934240,Male,20,79.7,1.5,0,Low,Yes,B.Com,7.21,157,72,0
STU_733086,Wazir Balasubramanian,usingh@example.net,+919418682834,Female,23,85.4,5.9,1,High,No,CA,5.98,404,37,1
STU_601621,Jagdish Kanda,upma92@example.com,+918273941056,Male,22,46.1,3.9,0,Medium,No,B.Com,7.48,317,81,1
STU_206912,Sara Kanda,eshana08@example.com,+916996481061,Female,19,90.3,7.7,0,High,No,B.Com,8.87,289,74,0
STU_460773,Ladli Handa,ojaggi@example.org,+919314981807,Male,18,78.0,4.2,0,Medium,No,B.Com,8.08,438,53,0
STU_564062,Vasatika Sem,advaithkade@example.net,+919963740286,Female,20,93.5,10.1,0,Low,No,B.Com,8.26,243,87,0
STU_922923,Jacob Gera,anaythaker@example.net,+919669655995,Male,23,80.9,4.8,0,Medium,No,B.Com,8.7,415,81,1
STU_333429,Isaiah Thakur,bbhardwaj@example.org,+917774006368,Male,20,96.3,5.1,1,Medium,Yes,CA,7.23,138,86,0
STU_357268,Onveer Bains,panchalchampak@example.org,+917338061075,Male,18,75.4,3.8,0,High,No,B.Com,6.84,294,65,0
STU_369984,Nandini Madan,pkala@example.net,+917708921111,Female,22,94.3,5.9,0,High,No,B.Com,8.76,483,49,1
STU_975978,Isaac Kumar,uganguly@example.net,+917335777455,Male,23,96.4,1.8,0,Low,No,CA,6.47,308,64,1
STU_283309,Avi Mand,siyashere@example.com,+916788260937,Male,21,95.9,5.4,0,High,No,B.Com,5.75,333,41,0
STU_924054,Wazir Saraf,bgaba@example.org,+919639295708,Male,18,91.9,2.3,0,Medium,No,B.Com,5.74,256,59,1
STU_334167,Agastya Kulkarni,sanghathomas@example.com,+917032070684,Female,21,90.6,6.7,1,Medium,No,B.Com,5.5,134,67,1
STU_900385,Nicholas Subramanian,chadawarinder@example.com,+917229282121,Male,19,71.9,1.7,1,High,No,CA,6.22,82,94,0
STU_183473,Sara Wagle,matthewbhattacharyya@example.net,+918374485038,Female,19,77.7,1.6,0,High,No,B.Com,8.94,234,81,1
STU_473644,Panini Natt,vseshadri@example.org,+916608489587,Male,19,94.5,5.3,0,Low,No,B.Com,7.31,179,92,0
STU_948131,Chandani Pillay,dhruvedwin@example.org,+917841129383,Female,20,74.7,8.0,1,High,No,B.Com,4.88,127,74,0
STU_800388,Qabil Keer,goswamirayaan@example.com,+918932251435,Male,19,87.1,3.1,0,Medium,No,B.Com,6.21,45,64,0
STU_127189,Lucky Balasubramanian,chakradevramanathan@example.org,+917650800875,Female,19,88.7,5.6,3,High,No,CA,5.93,241,88,1
STU_105907,Yashasvi Warrior,ojas53@example.org,+916798640573,Male,22,71.4,1.4,0,Medium,No,B.Com,9.71,168,51,1
STU_535459,Pahal Apte,nchaudry@example.com,+919683147686,Female,18,96.2,4.6,0,Low,No,B.Com,4.0,121,32,0
STU_854210,Yoshita Sangha,yashasvimohanty@example.org,+918894069566,Female,21,93.6,7.1,1,High,No,B.Com,5.59,91,60,0
STU_303769,Sachi Golla,pandyaradhika@example.com,+918725989170,Female,22,92.6,1.5,1,High,No,CA,7.45,363,40,1
STU_328130,Aishani Rao,vaishnavi67@example.net,+919363130061,Male,21,86.0,3.9,0,High,No,B.Com,7.09,23,76,0
STU_373094,Chameli Agrawal,wsachar@example.net,+918238154926,Female,20,87.8,4.5,1,High,No,B.Com,7.8,125,71,0
STU_641122,Aayush Kunda,sabharwalishwar@example.net,+916718765915,Male,21,91.9,3.9,0,High,No,B.Com,7.41,438,50,0
STU_733197,Lakshmi Raju,chatreshbajwa@example.org,+918547271431,Female,18,75.9,4.4,1,Medium,No,B.Com,5.11,37,67,0
STU_611212,Rudra Shroff,bordejonathan@example.org,+919861070375,Male,20,56.9,3.8,0,High,No,B.Com,8.85,36,81,1
STU_899113,Yashodhara Mane,girindra47@example.com,+917620554910,Female,20,69.0,5.9,0,Medium,No,B.Com,6.52,111,74,1
STU_963513,Aradhana Dhingra,nigamtanay@example.com,+916143453950,Male,20,78.6,7.9,0,Medium,Yes,B.Com,9.76,186,89,0
STU_245898,Aachal Mani,ushroff@example.org,+916117654222,Female,22,89.3,3.9,0,Low,Yes,B.Com,7.61,477,31,1
STU_793750,Harish Arya,nilima95@example.com,+917985110657,Male,23,77.4,2.6,1,Medium,No,CA,6.39,125,61,1
STU_366450,Aahana Tella,ssharaf@example.com,+917496694011,Male,18,83.7,3.4,0,High,No,B.Com,8.41,161,61,0
STU_434294,Gayathri Sankaran,duagaurav@example.net,+917172440051,Male,20,73.1,5.8,1,High,No,CA,7.48,25,75,0
STU_548125,Niharika Balan,jsodhi@example.org,+917921644809,Male,23,84.7,2.5,0,Medium,No,CA,8.92,115,89,1
STU_128297,Maanas Patil,bassiyuvraj@example.com,+918919216407,Female,18,96.3,3.5,1,High,No,B.Com,4.99,80,87,1
STU_106014,Aditya Rai,omuni@example.net,+918297080692,Male,19,81.2,3.2,0,High,No,CA,8.14,89,70,0
STU_797014,Vaishnavi Bhatnagar,varghesekashish@example.com,+916146540284,Male,20,85.4,3.5,0,Medium,No,B.Com,5.15,75,42,1
STU_598630,Hemal Issac,shankarpranit@example.com,+919309491991,Female,21,99.8,7.8,1,Low,No,CA,10.0,452,32,1
STU_761711,Balhaar Bobal,kevin98@example.org,+917759564976,Male,18,93.4,3.6,0,Medium,No,B.Com,10.0,24,68,0
STU_133012,Girish Raghavan,khegde@example.net,+918261734450,Female,18,93.6,4.3,0,Medium,No,B.Com,4.91,149,51,0
STU_876060,Siya Pillay,uganesh@example.org,+916124426791,Male,21,83.9,12.8,1,Low,No,CA,4.52,354,59,1
STU_287551,Vinaya Bakshi,datequshi@example.net,+917120605801,Male,18,74.2,5.7,2,High,No,CA,8.01,479,42,1
STU_674803,Fariq Panchal,dsarkar@example.net,+918906441075,Male,22,92.0,5.6,1,Medium,No,B.Com,6.73,370,82,1
STU_741421,Prisha Dhar,dayalom@example.org,+919630597881,Male,20,95.0,4.1,0,High,No,B.Com,6.92,316,70,0
STU_500020,Tanish Tank,harshil47@example.org,+916537428531,Male,18,79.1,3.8,0,Medium,No,B.Com,7.47,112,56,0
STU_989444,Anita Hans,wbiswas@example.com,+917703153842,Male,19,95.2,4.5,2,Medium,No,CA,9.26,237,79,0
STU_738259,Gauri Misra,qchaudry@example.com,+919690607634,Female,23,81.3,5.2,1,Low,Yes,B.Com,6.99,439,75,0
STU_378905,Vedant Rau,nazarethmitali@example.net,+917761124969,Female,22,84.7,6.0,0,Medium,No,CA,7.2,274,88,0
STU_155911,Veda Hegde,sathvik04@example.org,+917032582576,Male,23,94.2,5.8,0,Medium,No,B.Com,7.73,64,46,0
STU_447912,Hritik De,spingle@example.net,+917283316006,Female,21,80.1,0.3,1,High,No,CA,7.87,203,32,1
STU_437997,Yatin Mohanty,charlessuri@example.net,+916822632677,Female,19,87.8,6.2,0,Medium,No,B.Com,8.46,261,72,0
STU_178468,Yashoda Ramaswamy,noah14@example.org,+916230522184,Male,19,64.9,5.3,0,Low,No,B.Com,6.1,21,98,0
STU_978101,Jagat Sampath,deepakrishnamurthy@example.org,+919947510333,Female,18,90.3,5.2,0,Medium,No,B.Com,6.72,412,87,1
STU_687176,Amol Sinha,dbose@example.org,+916770087464,Female,20,90.0,7.0,0,High,No,B.Com,7.03,395,42,0
STU_769884,Sathvik Bath,jason20@example.com,+916171793268,Female,23,86.6,2.4,0,High,No,B.Com,6.44,83,50,0
STU_980379,Luke Guha,mmukhopadhyay@example.com,+918984480987,Female,18,90.5,1.1,0,Medium,No,B.Com,6.44,471,42,0
STU_419662,Vedika Ramakrishnan,karudant@example.net,+917262566506,Male,19,84.1,6.4,0,Medium,No,CA,6.3,306,93,0
STU_178561,Luke Hayre,azaan17@example.net,+917744130904,Female,18,85.2,4.5,0,Low,No,B.Com,6.1,152,96,0
STU_621112,Janani Saraf,moremugdha@example.net,+919809219306,Female,22,91.8,1.8,0,Medium,No,B.Com,7.42,220,87,0
STU_642306,Adya Rau,ridhi29@example.org,+918337634355,Male,19,80.0,4.5,0,Low,No,CA,4.91,492,86,0
STU_310242,Vaishnavi Dayal,qarin35@example.net,+919842791801,Male,19,82.8,1.5,0,Low,No,B.Com,6.25,468,51,1
STU_606945,Orinder Balan,lakshmi89@example.net,+916463759505,Female,20,86.0,6.9,0,Medium,No,B.Com,6.09,83,99,0
STU_548906,Ijaya Gour,kiaankaur@example.com,+919449802172,Female,20,68.1,2.6,0,High,Yes,CA,6.22,65,84,0
STU_548798,Advay Natt,divyalall@example.net,+919603931544,Female,22,87.1,7.5,0,Low,No,CA,6.51,394,82,1
STU_589320,Imaran Saran,forumcomar@example.net,+919941474913,Female,18,78.4,3.8,1,Low,No,CA,5.96,249,91,0
STU_845062,Azad Sarraf,sethiisaiah@example.org,+916871444631,Female,23,66.0,6.6,0,Medium,No,B.Com,7.99,467,81,0
STU_600697,Vansha Natt,kiaangoel@example.com,+916807339244,Female,21,39.3,8.0,1,Medium,No,CA,6.91,262,97,0
STU_867921,Abdul Sundaram,netraraja@example.org,+917498578210,Male,22,80.9,3.0,0,High,No,B.Com,5.84,44,73,0
STU_101668,Madhav Din,tandonekbal@example.com,+918540090008,Female,21,85.1,3.8,0,Medium,Yes,B.Com,6.58,197,36,0
STU_417719,Kai Andra,caleb81@example.org,+918238706149,Male,20,80.4,7.7,0,High,No,CA,6.84,466,62,0
STU_610354,Finn Tailor,royumang@example.com,+919440067991,Male,21,75.6,2.4,0,High,No,B.Com,5.51,159,89,0
STU_167567,Wazir Barad,owenmani@example.org,+918975932951,Male,20,94.0,7.2,0,Medium,No,CA,6.59,56,53,0
STU_823012,Qabil Bains,vermaranbir@example.net,+916766563138,Male,22,61.2,6.8,1,Low,Yes,B.Com,7.75,334,80,1
STU_345548,Yasti Bedi,sanayaramanathan@example.org,+918053331469,Male,22,89.8,8.6,1,Medium,No,CA,8.5,355,70,0
STU_718587,Siya Date,shivanshbose@example.org,+916527992103,Female,21,87.2,1.9,0,Medium,Yes,CA,5.64,44,82,0
STU_239191,Gaurangi Ravel,rushil77@example.org,+917262698238,Female,22,68.6,7.1,2,Medium,No,CA,5.46,354,46,1
STU_314346,Ekbal Murthy,ekantikakurian@example.com,+917671971760,Male,23,95.1,4.9,0,Medium,No,CA,7.8,277,90,0
STU_997734,Gautami Sundaram,mistryrobert@example.org,+918190337047,Male,21,94.4,4.3,0,Medium,No,CA,6.73,184,42,0
STU_110871,Leela Subramanian,nidramohanty@example.net,+917141338349,Male,21,70.9,4.5,0,Medium,No,B.Com,5.79,368,62,1
STU_792363,Odika Venkatesh,dkohli@example.net,+917033532546,Male,21,97.5,7.7,1,Medium,No,CA,5.88,89,59,1
STU_775538,Nathan Dhaliwal,vedhikadada@example.net,+918263422279,Male,19,84.6,4.4,0,High,No,B.Com,6.66,69,74,0
STU_370103,Yashasvi Iyengar,wardaedwin@example.net,+917811336068,Male,22,79.7,4.3,1,Medium,No,B.Com,7.07,187,59,0
STU_742554,Indrajit Barad,bachittar91@example.com,+916815860655,Female,22,86.4,5.6,1,Low,No,CA,5.96,42,88,0
STU_927586,Neel Raval,gabrieloza@example.com,+918452320108,Male,18,94.0,2.7,0,Medium,No,CA,7.59,153,71,0
STU_546161,Christopher Balakrishnan,manya85@example.com,+919148839314,Female,23,94.3,3.6,0,High,No,B.Com,6.94,57,33,1
STU_862571,Libni Venkatesh,yuvrajrastogi@example.net,+918859082005,Female,22,87.7,1.7,0,Medium,No,CA,5.34,167,56,0
STU_259572,Samuel Ganesan,shankarsai@example.com,+919513499124,Female,22,58.9,5.2,0,High,No,B.Com,5.2,83,86,1
STU_257917,Unni Rao,bhattishanvi@example.org,+919809496844,Male,20,58.5,5.1,0,High,Yes,B.Com,6.46,447,76,0
STU_554135,Ati Chada,wriddhishlad@example.com,+919685878831,Female,18,86.4,3.1,0,Medium,Yes,CA,8.22,427,78,1
STU_430280,Ryan Raju,kannanaishani@example.com,+918493608947,Male,18,70.0,2.1,0,High,No,B.Com,6.55,274,55,1
STU_803321,Joshua Dar,ctripathi@example.net,+917471201087,Female,22,96.6,1.6,1,Medium,Yes,CA,7.89,414,30,1
STU_404458,Indira Palla,bhasinlila@example.net,+919899661718,Male,19,90.8,3.2,0,Medium,No,B.Com,6.19,463,40,1
STU_191655,Amruta Sahni,ekajasule@example.com,+917703887157,Female,19,95.9,3.4,2,High,Yes,B.Com,7.36,181,63,1
STU_861984,Dhruv Karnik,oshaagrawal@example.com,+918960017963,Male,19,90.2,5.9,0,High,Yes,CA,6.49,281,30,0
STU_260298,Pratyush Kalita,hhora@example.org,+918879677584,Female,20,54.7,6.3,1,High,No,B.Com,7.24,301,81,0
STU_384946,Ethan Jayaraman,dhruvtara@example.org,+917989627550,Female,22,92.1,1.3,1,Low,No,CA,7.15,181,43,1
STU_305517,Dhruv Luthra,chadkashvi@example.org,+917927638165,Male,22,77.8,1.4,0,Low,No,B.Com,8.05,335,48,0
STU_333153,Oeshi Dani,pshenoy@example.org,+918253289117,Male,20,87.4,8.5,0,High,No,B.Com,7.66,319,76,0
STU_595547,Warda Pal,psura@example.net,+916342671346,Female,20,86.4,8.1,1,Low,No,B.Com,4.08,293,68,0
STU_477101,Anya Mani,tripathichasmum@example.org,+919243958182,Female,20,84.0,1.1,1,High,No,B.Com,6.4,395,95,1
STU_598466,Veda Jain,sarthak14@example.org,+917080989465,Female,22,86.3,3.0,1,Medium,No,CA,8.15,391,89,1
STU_881225,Krishna Srinivas,suhanioommen@example.org,+916283974133,Male,18,73.9,4.9,0,Medium,No,B.Com,6.7,289,45,0
STU_329197,Amrita Wason,bengaurika@example.org,+916238372450,Female,19,69.1,3.9,1,High,No,B.Com,6.12,50,94,1
STU_160542,Upkaar Mand,mkumer@example.org,+916108280708,Female,19,76.4,4.3,3,Medium,No,B.Com,8.2,292,93,1
STU_108692,Reyansh Nagy,vranganathan@example.net,+916881825877,Female,23,94.4,2.0,0,Medium,No,B.Com,5.75,102,66,0
STU_886979,Adya Keer,george84@example.com,+918620714313,Female,23,86.6,2.5,0,Medium,No,CA,9.05,49,80,1
STU_791635,Eta Mann,ikbaltandon@example.org,+918466531712,Male,22,97.1,2.2,0,Medium,No,CA,8.53,322,80,0
STU_184411,Chanakya Chatterjee,chakradevkara@example.com,+917916752724,Male,23,88.9,4.0,2,High,Yes,CA,4.0,38,97,1
STU_624598,Aarna Singh,fbhatti@example.net,+916113371776,Male,22,87.2,8.0,0,Low,Yes,B.Com,7.65,191,45,0
STU_674826,Krishna Golla,aarinikohli@example.org,+919656262651,Female,21,92.8,6.0,1,Low,No,CA,5.06,354,43,1
STU_545398,Januja Bora,simon69@example.net,+916148813613,Male,23,93.5,8.9,1,High,No,B.Com,4.0,374,93,0
STU_934354,Meghana Mitter,rsingh@example.com,+919827572342,Male,21,93.6,1.5,0,Medium,No,B.Com,6.84,210,60,1
STU_981047,Ranveer Misra,norijack@example.com,+917127488190,Female,18,70.2,6.0,0,Medium,No,CA,6.17,92,62,0
STU_319572,Chaitanya Dugar,mnagi@example.com,+916704623201,Female,20,89.4,3.4,0,Medium,No,CA,6.36,463,70,0
STU_969122,Aashi Agarwal,jeremiahsheth@example.org,+918903410657,Female,21,90.8,2.9,0,Medium,No,CA,7.34,18,92,1
STU_193442,Harini Thaker,vritti26@example.net,+917344508048,Female,23,73.4,7.1,1,High,No,B.Com,8.53,210,42,1
STU_418212,Matthew Ravi,zrai@example.com,+918437022292,Female,20,93.7,4.3,0,High,No,B.Com,6.81,98,70,0
STU_418648,Anmol Baral,rohan29@example.net,+919492690739,Female,19,84.3,4.3,0,Medium,No,CA,7.74,220,44,1
STU_651950,Ryan Sidhu,ksha@example.com,+917553039984,Female,23,89.1,2.7,1,Medium,No,B.Com,6.72,398,73,0
STU_438308,Udarsh Bhavsar,kamya44@example.org,+916714271314,Male,22,77.2,5.2,1,Medium,No,B.Com,4.32,233,44,1
STU_625666,Samarth Wagle,cmammen@example.net,+919643910159,Female,20,94.3,2.5,0,Low,No,CA,6.62,32,97,0
STU_979421,Oni Rastogi,choprathomas@example.org,+916334720371,Male,20,70.6,2.6,0,Medium,No,CA,7.39,38,86,0
STU_195356,Samarth Nayak,krishna21@example.com,+919864415756,Male,22,87.4,0.8,0,Medium,No,B.Com,5.41,404,84,0
STU_486414,Daksha Boase,sai58@example.org,+918349754980,Female,18,98.5,3.3,1,High,Yes,CA,5.73,363,50,1
STU_151785,Ubika Mistry,rakshaparmer@example.org,+917691603914,Male,19,95.0,4.5,4,High,No,CA,6.9,445,72,1
STU_229172,Aarna Sastry,falguni59@example.com,+917996710203,Male,23,84.3,4.8,0,High,No,B.Com,5.93,448,54,0
STU_874526,Irya Chhabra,otandon@example.com,+918846832240,Male,22,72.3,3.0,1,Medium,No,B.Com,6.82,186,62,1
STU_343318,Nathan Mann,mannesamaksh@example.net,+918547713816,Male,23,80.9,2.0,0,High,No,B.Com,8.57,136,86,0
STU_384608,Yatin Radhakrishnan,waidanagi@example.org,+917176349523,Female,22,84.6,2.9,1,Medium,No,B.Com,7.05,60,89,0
STU_551091,Udarsh Ravel,jasmitbhatt@example.net,+919915338600,Female,21,82.2,5.4,0,High,No,B.Com,8.62,72,59,1
STU_326921,Vritti Basu,ekajahari@example.net,+918245183644,Female,21,86.7,6.6,0,Low,No,B.Com,6.76,366,66,0
STU_447867,Yashoda Krishnamurthy,farhan14@example.com,+917213399301,Female,23,92.7,2.4,0,Medium,No,CA,7.57,153,95,0
STU_486193,Kamala Palan,lajitagill@example.org,+919244072310,Female,22,92.2,2.6,0,High,Yes,B.Com,7.53,94,74,0
STU_202984,Faraj Bhat,charleskade@example.org,+916707633308,Female,21,99.4,3.7,0,Medium,No,CA,8.03,71,74,1
STU_755098,Mitesh Natarajan,riabains@example.org,+916357150191,Female,22,85.9,5.4,1,Medium,No,CA,6.98,128,79,0
STU_295563,Urvi Kamdar,bhallagaurangi@example.com,+918166041442,Female,21,76.3,0.6,1,Medium,No,B.Com,7.62,121,58,1
STU_558678,Anita Sarna,xluthra@example.com,+917673658523,Male,22,87.5,4.2,0,Medium,No,CA,10.0,76,32,1
STU_452512,Janani Khalsa,sbhatnagar@example.net,+918686492470,Female,23,83.2,3.8,0,High,Yes,B.Com,5.62,380,91,1
STU_146242,Manbir Bera,rchawla@example.com,+918189541981,Male,20,82.7,4.7,0,Medium,No,CA,7.41,401,96,0
STU_331618,Hredhaan Chana,rajeshrikothari@example.com,+918821352608,Male,22,95.3,2.0,0,Low,Yes,B.Com,7.2,88,33,0
STU_530031,Nakul Manda,vedapatil@example.org,+916020681607,Female,22,88.4,1.7,0,Medium,No,B.Com,5.34,409,32,0
STU_248077,Hamsini Subramanian,murthylaban@example.net,+916817987764,Male,19,73.8,7.0,0,Low,No,B.Com,7.15,344,60,1
STU_243442,Abha Krishna,oscarwarrior@example.org,+918824436329,Female,21,86.1,2.3,0,Medium,No,B.Com,6.67,471,56,1
STU_291243,Eesha Halder,upkaarnatt@example.org,+917377045500,Female,22,92.4,5.6,0,High,No,B.Com,5.43,170,36,1
STU_792468,Onkar Agarwal,dharanay@example.net,+917626138697,Male,20,90.2,4.9,0,Medium,Yes,CA,8.34,317,75,1
STU_755297,Geetika Buch,ndhaliwal@example.net,+916324179101,Female,20,85.7,3.2,0,Medium,No,B.Com,7.41,449,35,1
STU_892341,Lohit Badami,niteshkohli@example.com,+918237145811,Male,23,67.6,9.0,0,Medium,No,CA,7.14,55,71,0
STU_837759,Naksh Rau,orinderoza@example.org,+917275192976,Male,22,98.3,1.2,1,Medium,No,B.Com,6.23,202,69,0
STU_566916,Ekta Shenoy,gauriratta@example.org,+917923224148,Female,21,95.3,2.2,0,High,No,CA,4.43,252,49,1
STU_302506,Amol Mukhopadhyay,gabakaran@example.net,+916607817720,Male,18,85.8,1.9,0,High,No,B.Com,7.04,327,46,0
STU_442387,Lopa Hayre,urishillakant@example.net,+919859142112,Female,23,87.0,5.5,0,Medium,Yes,B.Com,5.45,183,39,1
STU_657879,Siddharth Minhas,dugarchristopher@example.org,+916193430388,Male,22,58.8,4.9,1,High,No,B.Com,5.33,23,69,1
STU_526396,Vritti Ramakrishnan,swamyhritik@example.net,+917024428146,Male,20,91.6,2.5,1,Medium,No,CA,8.02,388,75,0
STU_372693,Vinaya Anand,frado71@example.com,+916522922426,Male,23,90.0,2.1,1,High,No,CA,6.72,227,54,1
STU_460641,Advik Arya,lakshgolla@example.org,+916437323968,Female,20,92.5,0.6,0,Medium,No,CA,8.93,266,78,0
STU_421178,Nihal Mander,kmandal@example.com,+916079069792,Male,18,69.6,1.8,0,Medium,No,B.Com,4.0,19,99,0
STU_512420,Bhavini Date,hbhatia@example.org,+918452343536,Male,19,81.5,7.9,0,Medium,No,CA,6.85,175,35,1
STU_494614,Ekta More,harshilraju@example.net,+917315865105,Male,22,73.3,5.1,0,Medium,Yes,B.Com,4.44,343,82,0
STU_103397,Naveen Narasimhan,ktaneja@example.net,+916842558948,Female,18,68.8,8.2,1,Medium,No,B.Com,6.94,488,79,0
STU_406675,Charvi Randhawa,suhanisridhar@example.net,+919712592519,Male,18,83.2,3.4,1,Medium,No,CA,6.99,15,87,0
STU_553577,Gaurangi Lala,widisha53@example.net,+919173366733,Male,23,54.5,4.0,1,High,No,B.Com,10.0,307,61,1
STU_119370,Caleb Nagarajan,wishiiyengar@example.org,+918837495479,Male,21,69.2,4.2,0,Low,No,CA,8.03,262,38,1
STU_375064,Anita Batta,dgill@example.org,+919150534557,Male,22,87.6,0.4,0,Medium,No,B.Com,7.75,261,33,0
