student_id,name,email,phone_number,gender,age,attendance_rate,study_hours_per_day,past_failures,family_income,scholarship,class_level,cgpa,homework_rate,parent_meetings,dropout_status
STU_321825,Dipta Mannan,kibeamruta@example.net,+917196931492,Male,21,83.8,4.4,0,Medium,No,12th,7.63,75,0,0
STU_600290,Divya Parikh,anamika20@example.net,+917627057105,Male,22,93.9,3.1,0,Medium,Yes,10th,4.37,73,1,0
STU_895135,Ati Seshadri,pallwishi@example.net,+916699390120,Female,19,87.4,1.6,0,Low,No,10th,6.91,56,4,0
STU_531015,Yahvi Sami,rayom@example.org,+919096401761,Male,20,72.0,5.4,0,Medium,No,10th,5.89,39,2,0
STU_592346,Pushti Nair,ahluwaliaeshana@example.com,+916439946140,Female,20,79.8,4.6,0,Low,No,12th,6.73,35,4,1
STU_684258,Chatresh Wali,subramaniammanan@example.com,+916222419787,Male,21,78.9,12.8,0,Medium,Yes,10th,8.68,50,2,0
STU_954796,Kamya Behl,dev71@example.org,+917150533862,Female,23,74.3,3.7,0,Medium,No,10th,4.81,48,2,0
STU_722258,Neelima Chaudry,unnatigolla@example.org,+918185180407,Female,23,80.1,1.9,0,Medium,No,10th,6.25,22,3,1
STU_983253,Hemani Master,rshenoy@example.org,+918081346208,Female,20,98.3,4.3,0,Medium,No,10th,4.65,41,1,1
STU_438919,Lajita Bhatt,vartyjanya@example.net,+917375508490,Female,18,80.2,5.5,0,Medium,No,12th,7.82,27,3,1
STU_511175,Orinder Deshpande,finn22@example.net,+916928171594,Male,22,84.1,4.1,0,Medium,No,10th,8.31,86,4,0
STU_634620,Sudiksha Wali,chadayauvani@example.org,+917414037915,Female,23,96.2,1.2,0,Medium,No,10th,9.46,94,3,0
STU_894502,Tanish Pall,nihalmodi@example.com,+916819945780,Male,23,95.1,1.4,0,Low,No,10th,8.01,75,4,0
STU_784970,Kavya Mohanty,fiyaztaneja@example.com,+919956546330,Female,20,89.5,2.0,1,Medium,No,12th,6.26,73,2,1
STU_183375,Anvi Bumb,upasnaprabhakar@example.org,+916124684720,Male,23,84.5,2.0,1,Low,No,10th,6.34,64,1,1
STU_677210,Jeet Batta,manbirdyal@example.org,+917623361978,Male,23,74.7,6.3,0,High,No,12th,7.25,37,0,0
STU_243459,Vedant Wagle,chanakya64@example.com,+919431852410,Male,23,75.3,3.2,0,Medium,No,12th,10.0,71,3,0
STU_571319,Umang Bail,senguptaraksha@example.org,+919889305411,Male,18,62.0,0.9,0,Medium,Yes,12th,7.19,98,1,0
STU_315627,Urmi Ahluwalia,abdul47@example.com,+919628834180,Female,23,70.0,8.8,0,High,No,12th,6.17,89,0,0
STU_876657,Advik Baral,oscar63@example.com,+918085359222,Male,20,81.3,3.2,0,Medium,No,12th,7.01,78,0,1
STU_179132,Mason Bhandari,bhagatbhanumati@example.org,+919101621004,Female,21,70.3,4.0,0,High,Yes,12th,8.59,99,0,0
STU_281298,Charita Andra,bhattom@example.org,+919953972569,Female,23,70.8,7.8,1,High,No,12th,8.88,22,0,1
STU_645635,Yauvani Jhaveri,nvenkataraman@example.net,+916209249765,Female,19,86.9,4.8,0,High,No,10th,10.0,49,1,1
STU_252568,Garima Lanka,tamanna90@example.com,+917037392966,Female,22,84.3,3.7,0,Medium,Yes,12th,8.49,20,1,0
STU_743134,Elijah Kota,radhakrishnanindrajit@example.com,+918044015647,Female,21,78.1,1.3,0,High,No,10th,8.06,45,3,0
STU_760674,Riya Nadig,vmangat@example.com,+919522779742,Female,18,89.2,4.9,0,Low,No,12th,8.5,86,0,1
STU_122272,Harita Kurian,idikakumer@example.com,+918649006971,Female,18,87.3,2.6,0,Low,Yes,12th,4.0,58,2,1
STU_377827,Bhavani Chad,hiral81@example.org,+918125453424,Male,20,94.2,2.6,0,High,No,12th,7.9,48,2,1
STU_643650,Lajita Palla,jkulkarni@example.net,+917555191392,Male,18,70.8,8.3,0,Medium,No,10th,6.8,26,4,1
STU_593207,Benjamin Singhal,harrison34@example.net,+916625776162,Male,23,66.5,0.7,0,High,No,10th,6.48,86,0,0
STU_960566,Nitara Mandal,cbumb@example.org,+919482383893,Female,20,96.9,5.2,0,High,No,10th,5.53,55,3,0
STU_545718,Anika Nigam,ekapad74@example.org,+918167343930,Female,21,82.1,2.3,0,Medium,Yes,10th,10.0,31,4,1
STU_640275,Hema Sahni,qsachdeva@example.org,+918756152209,Female,21,83.1,2.4,1,Medium,No,10th,7.89,87,3,0
STU_222500,Krishna Kadakia,aroraatharv@example.org,+916416344594,Female,22,72.0,2.3,0,High,No,10th,8.9,89,4,0
STU_128602,Siddharth Pal,dugalyadavi@example.com,+916865200622,Female,20,86.8,5.6,1,High,No,10th,9.25,51,2,0
STU_173793,Faras Choudhury,doshishravya@example.org,+916018232848,Female,18,95.7,3.3,0,Low,No,10th,9.4,88,1,0
STU_605028,Nachiket Sarkar,sacharwyatt@example.com,+918253454421,Male,18,93.4,2.4,0,Medium,No,12th,9.02,81,2,0
STU_976952,Chanakya Chaudhuri,prisha23@example.net,+918552358927,Male,18,74.7,5.6,0,High,No,10th,6.36,63,0,0
STU_661052,Nihal Mall,ikshitashan@example.net,+919270424659,Female,22,91.2,2.8,0,Low,No,12th,8.17,73,2,0
STU_647763,Urishilla Sharaf,fariskale@example.com,+917739964477,Male,20,85.0,4.1,0,High,No,12th,6.58,89,1,0
STU_428705,Niharika Parmar,iagrawal@example.org,+916351813275,Female,19,66.3,1.6,0,High,No,12th,7.73,76,2,0
STU_743329,Nidhi Kothari,patrick74@example.com,+917888282344,Male,22,92.5,2.8,0,Medium,No,10th,6.77,69,1,0
STU_183027,Anjali Vig,rsaran@example.net,+918518222124,Female,19,74.1,4.8,0,Medium,No,10th,7.8,24,4,1
STU_606372,Rohan Shankar,chakrikasampath@example.org,+918486408653,Female,22,67.3,7.8,0,Low,No,12th,10.0,59,0,0
STU_283733,Harrison Naidu,radhika28@example.net,+918319403060,Male,22,92.6,2.2,0,Low,Yes,10th,9.84,21,1,1
STU_737654,Nathaniel Lata,yuvraj89@example.net,+919372900915,Male,18,82.6,3.2,0,Low,No,12th,6.12,65,1,0
STU_390160,Zaitra Basak,lallalka@example.net,+919548817708,Female,23,91.2,10.9,0,Medium,No,12th,8.55,78,2,0
STU_661290,Nirja Bal,harshilchana@example.net,+916813078433,Male,20,71.9,6.7,0,Low,No,12th,6.34,75,0,0
STU_973456,Qasim Anand,kamalasarin@example.net,+918948343682,Female,19,86.4,6.3,0,Low,No,10th,8.4,45,2,1
STU_327326,Yashodhara Bassi,chandavrishti@example.net,+916846346404,Female,19,88.4,2.6,0,Low,No,10th,5.55,32,3,1
STU_400203,Amruta Grewal,rattanishita@example.com,+918149200535,Male,23,72.3,3.7,1,Medium,No,12th,10.0,81,4,1
STU_494561,Nachiket Aggarwal,ojasom@example.org,+918185395908,Male,20,68.6,5.8,1,Medium,No,10th,9.64,37,3,1
STU_744390,Pranit Batra,adyarao@example.org,+917797544506,Male,22,77.8,3.4,0,High,Yes,12th,8.02,52,1,0
STU_331534,Wakeeta Goswami,padmanabhanvyanjana@example.org,+917566276795,Male,22,89.3,3.2,0,High,No,10th,8.42,69,1,0
STU_285416,Zilmil Comar,viraj59@example.net,+917326726399,Female,19,79.2,1.2,0,Medium,No,10th,6.97,36,3,0
STU_940936,Lavanya Borde,sanghviwidisha@example.org,+916077897828,Female,21,93.9,2.1,0,High,Yes,10th,6.48,97,2,0
STU_196005,Ishani Pathak,satheqasim@example.org,+919330521813,Male,20,77.3,6.8,0,Medium,No,12th,7.71,56,4,1
STU_176490,Neha More,peter04@example.net,+917948206972,Female,23,93.2,3.3,0,Low,Yes,12th,8.84,47,2,1
STU_315097,Logan Vora,hegdesaanvi@example.org,+919566974814,Female,21,85.9,1.6,0,Medium,Yes,10th,5.23,24,0,1
STU_506160,Qushi Chakrabarti,max88@example.net,+916999931377,Female,18,94.8,8.4,0,Medium,No,10th,8.33,35,2,0
STU_116179,Rohan Dasgupta,deoaditya@example.org,+919268870278,Female,23,84.3,5.1,0,Medium,Yes,10th,9.76,79,4,0
STU_525458,Krishna Parekh,ishanvi38@example.com,+918025687553,Female,22,88.6,4.7,0,Medium,No,10th,9.15,80,1,0
STU_837018,Harsh Karpe,ddeo@example.com,+917668239847,Male,19,79.6,3.2,0,High,No,10th,9.0,52,0,0
STU_201155,Zayan Bhandari,shettyneha@example.net,+916993575851,Male,18,88.2,6.2,0,Low,No,10th,6.46,67,0,0
STU_885628,Mahika Chopra,nagaraadi@example.org,+917056633984,Female,23,84.8,3.3,0,Medium,No,12th,7.23,58,1,0
STU_456904,Netra Kapoor,fshah@example.com,+916110832301,Male,22,78.3,4.3,0,Medium,No,10th,6.03,61,1,0
STU_467883,Balendra Nayar,rsangha@example.org,+917317504092,Female,22,89.2,2.1,0,High,No,10th,9.16,37,2,0
STU_685624,Rachit Kadakia,soodwridesh@example.net,+919948519881,Female,22,74.5,4.8,0,Low,No,12th,8.0,85,2,0
STU_325296,Anay Tripathi,mistrykevin@example.org,+919159483121,Female,19,83.2,7.1,0,High,No,10th,6.92,28,0,0
STU_936795,Jyoti Basu,tnarula@example.com,+918158494781,Female,18,75.0,5.2,2,Medium,No,12th,10.0,87,0,0
STU_692015,Nandini Kala,omya77@example.org,+917941456751,Female,18,85.1,5.5,0,Medium,Yes,10th,7.58,32,0,1
STU_976384,Tara Madan,qabil51@example.com,+919686763418,Male,22,94.3,4.3,0,Medium,No,10th,6.83,70,3,1
STU_129342,Quincy Ganesh,idikakata@example.net,+918589455875,Male,19,95.5,4.9,0,Medium,No,12th,8.16,68,4,0
STU_273864,Netra Dhar,narayanomisha@example.com,+919018254278,Female,22,81.1,2.8,0,Medium,No,10th,5.68,74,2,0
STU_648636,Charan Kumer,anandabha@example.org,+919774813427,Male,21,91.0,1.1,0,Medium,No,12th,7.64,86,1,0
STU_686682,Frederick Jain,schowdhury@example.net,+919758872069,Male,18,80.7,5.1,1,High,No,10th,8.84,36,3,1
STU_981778,Kamya Choudhury,ishwar98@example.org,+919984423499,Female,18,58.2,4.4,0,Medium,No,10th,7.47,99,0,0
STU_452902,Lohit Mitter,unath@example.org,+916229261837,Female,23,87.6,1.0,0,High,No,10th,6.21,29,1,0
STU_738111,Yatin Oak,mittalganga@example.org,+916859772307,Female,19,97.1,1.8,0,High,No,10th,6.26,88,4,0
STU_211990,Brijesh Khurana,eshana75@example.org,+918046804128,Male,23,82.1,3.7,0,High,No,10th,5.38,24,1,1
STU_572694,Falak Pillay,kalitamanbir@example.com,+919725022564,Female,21,93.0,3.4,0,Medium,No,10th,6.43,76,0,0
STU_820038,Jagvi Sani,johalalexander@example.net,+919274878507,Male,23,76.9,5.2,1,Low,No,12th,6.73,86,3,0
STU_801847,Anita Raja,ati38@example.com,+918528355621,Male,21,83.3,5.2,1,Medium,No,10th,5.79,62,0,0
STU_170272,Samaksh Ratta,aishani59@example.org,+919217699250,Female,20,85.3,0.2,0,Medium,No,12th,6.97,38,0,1
STU_738305,Chakradhar Chad,yogihiral@example.net,+916269405307,Male,22,87.4,5.4,0,High,Yes,10th,5.39,88,4,0
STU_585083,Kavya Balakrishnan,krishleela@example.org,+916970335613,Male,23,79.4,5.1,1,High,Yes,12th,7.51,33,4,1
STU_476027,Zaitra Garg,vansha92@example.com,+918343826233,Male,22,91.6,5.2,1,Medium,No,12th,8.55,43,1,0
STU_208531,Nirja Singh,deshmukhaarav@example.net,+919095222436,Male,23,78.5,3.0,1,Medium,No,12th,8.57,78,4,0
STU_294286,Ucchal Cherian,jagatmammen@example.net,+919755511077,Male,18,77.2,4.0,0,Medium,No,10th,5.38,88,4,0
STU_527040,Bhavya Chandran,jack17@example.org,+916398037063,Male,23,90.3,3.1,0,Medium,No,12th,7.78,81,3,0
STU_498438,Nisha Badal,lsant@example.net,+919537944685,Male,21,68.6,4.9,0,Medium,No,10th,5.98,73,2,1
STU_418825,Udarsh Murthy,zachariagabriel@example.com,+919743371355,Female,18,71.5,3.7,1,Medium,No,12th,7.87,63,1,0
STU_394676,Farhan Jani,madhaviandra@example.net,+917808373889,Male,23,75.7,2.2,0,Low,No,12th,8.37,66,2,0
STU_534363,Anmol Parmar,nihalmadan@example.com,+919542305465,Male,20,93.1,4.8,0,Medium,No,10th,7.86,63,1,1
STU_928547,Osha Choudhry,meera75@example.com,+918400569288,Female,21,89.6,9.9,0,Medium,Yes,10th,10.0,63,2,0
STU_985755,Zaitra Mukhopadhyay,victor20@example.com,+917447358571,Female,18,83.9,12.6,1,Medium,No,12th,9.4,88,4,0
STU_441969,Libni Issac,nandafaraj@example.com,+919442449131,Male,18,82.6,4.9,1,Medium,Yes,12th,7.02,95,0,0
STU_509582,Gaurang Bhavsar,abhakta@example.org,+918493307836,Female,23,86.5,5.5,0,Medium,No,12th,8.77,35,2,1
STU_794957,Oliver Dave,samesh87@example.net,+916800127637,Male,19,95.0,6.4,0,Medium,No,12th,8.11,42,3,1
STU_684391,Bhavini Buch,niharika78@example.com,+919150954314,Female,22,81.2,6.3,0,Medium,No,10th,8.29,37,2,1
STU_967636,Kavya Munshi,ekalinga57@example.net,+916750495679,Female,22,87.6,3.4,0,Medium,Yes,10th,7.12,54,1,1
STU_417443,Charan D’Alia,oparekh@example.com,+919499693546,Female,20,83.1,1.7,0,High,No,12th,4.0,50,2,1
STU_219572,Advaith Badal,amrita65@example.net,+918062281897,Male,21,85.1,7.6,0,High,No,12th,4.0,37,4,1
STU_988933,Mekhala Parekh,savantjhalak@example.net,+919847035082,Female,19,76.3,1.4,0,Medium,No,12th,10.0,85,4,0
STU_165368,Rishi Raja,yvarma@example.net,+919233859719,Male,18,89.5,2.5,0,Medium,No,10th,4.0,62,0,1
STU_625990,Banjeet Deo,amrutaborah@example.com,+916485455216,Female,19,91.8,5.7,1,Medium,No,12th,7.61,94,4,0
STU_636264,Wyatt Sunder,qshankar@example.org,+918224629100,Male,20,73.5,5.4,0,High,No,12th,9.09,60,3,1
STU_894008,Geetika Dhawan,daniel75@example.org,+917159123269,Male,23,86.1,2.0,2,High,No,10th,9.91,92,4,1
STU_829028,Pahal Rattan,rananilima@example.com,+917578564756,Male,21,93.6,6.0,0,Low,Yes,10th,4.0,55,3,0
STU_409483,Finn Arora,sainiatharv@example.net,+916040324913,Female,20,76.5,8.7,1,High,No,10th,6.37,86,4,0
STU_360271,Frado Wali,mitraxalak@example.com,+917084532063,Female,22,94.1,4.0,1,Low,Yes,10th,7.58,34,2,0
STU_465430,Oni Agrawal,riyachacko@example.net,+917420771650,Female,20,97.1,4.2,0,Medium,No,12th,7.91,88,1,0
STU_889031,Simon Majumdar,urvashikara@example.org,+918557128742,Female,23,91.7,7.1,0,Medium,No,10th,8.9,98,0,0
STU_832083,Zehaan Prasad,hayerbrijesh@example.com,+918729976803,Male,18,74.7,4.8,0,High,No,12th,8.14,23,4,1
STU_916639,Upadhriti Kapur,luckydara@example.com,+918230205310,Female,20,80.1,0.8,0,High,No,10th,7.74,53,1,1
STU_878130,Manan Bajaj,kashishiyer@example.org,+918329950796,Male,19,92.6,7.2,0,High,No,12th,7.59,87,3,1
STU_774331,Zilmil Badami,brahmbhattfaqid@example.net,+918723287544,Male,20,86.7,2.2,1,Medium,Yes,10th,4.99,26,3,1
STU_362345,Nitara Sastry,jdugal@example.com,+919475702808,Male,19,86.7,6.3,0,Medium,No,12th,9.86,87,2,0
STU_693139,Aarini Shetty,sachi95@example.com,+916050056462,Male,18,65.7,9.6,0,Medium,No,12th,10.0,55,2,1
STU_938970,Yash Dey,keeryatin@example.org,+919323112495,Male,23,78.5,9.0,0,Medium,No,12th,5.89,60,2,1
STU_126815,Ekalinga Panchal,mitalsachi@example.com,+919131893260,Female,19,87.7,4.8,1,High,No,12th,6.16,25,0,0
STU_581892,Mugdha Buch,qarin33@example.com,+916000614923,Male,22,80.6,6.0,0,Low,No,10th,5.95,46,0,1
STU_788259,Jyoti Sengupta,toorishaan@example.com,+919054740520,Male,21,70.4,4.0,0,Low,No,12th,8.16,35,4,0
STU_830082,Arin Pandya,hgara@example.org,+917191843291,Male,22,58.6,3.1,0,Medium,Yes,12th,6.15,81,2,0
STU_358970,Abha Bali,ooak@example.net,+917908460700,Female,20,93.2,3.8,0,Medium,No,10th,8.54,35,3,0
STU_659100,Lohit Dhaliwal,sachi72@example.com,+916523369517,Female,18,80.7,4.1,0,Medium,Yes,10th,6.5,87,0,0
STU_125793,Bhavika Ratta,ekantavaidya@example.org,+919304951327,Male,18,75.1,2.1,0,Medium,No,12th,5.68,32,3,0
STU_793839,Kai Deol,oshanker@example.org,+916219673613,Female,18,87.7,2.4,0,Medium,No,10th,8.67,29,1,0
STU_212841,Jagrati Apte,smadan@example.com,+918249864355,Male,22,81.1,11.1,0,Low,No,12th,7.61,94,2,0
STU_372730,Kritika Madan,lavanya04@example.com,+918330408156,Male,20,79.4,5.6,0,Medium,No,12th,8.1,96,4,0
STU_788995,Vanya Doshi,ridhi91@example.net,+918412974253,Female,23,89.9,1.9,0,Medium,No,10th,7.87,43,1,1
STU_890741,Lakshit Vyas,devisamesh@example.com,+918919352205,Female,22,77.6,3.4,0,Medium,No,12th,8.49,77,4,1
STU_796898,Gaurika Sastry,kondameghana@example.org,+919194324219,Male,20,70.7,9.7,1,Low,No,10th,6.61,35,1,1
STU_295993,Jason Viswanathan,hhalder@example.org,+919711979119,Female,21,78.8,10.1,0,High,No,12th,10.0,44,2,0
STU_304449,Xavier Vaidya,trivedielijah@example.net,+916704556970,Female,23,52.7,3.7,0,Low,No,10th,7.28,72,3,1
STU_472070,Zayan Agate,gunbir79@example.org,+918911189097,Male,19,78.5,4.2,0,High,No,12th,9.19,50,4,0
STU_931610,Fitan Sahota,isharaf@example.net,+919982826973,Female,21,91.5,4.2,0,High,No,10th,7.83,61,0,1
STU_315254,Michael Prashad,lakshit91@example.com,+919706285672,Male,21,84.9,1.9,0,Medium,No,12th,6.17,43,0,0
STU_782844,Abeer Kakar,dubewridesh@example.org,+916093430369,Female,22,89.8,6.0,0,Low,No,12th,6.67,27,0,0
STU_705421,Jeremiah Srivastava,sarafhiral@example.org,+919944435295,Male,21,82.6,6.6,0,High,No,12th,7.91,33,4,1
STU_589200,Maanav Kaur,pratta@example.org,+918248232230,Male,18,83.3,3.2,0,Low,Yes,10th,7.61,96,2,0
STU_869087,Warjas Kala,chokshisanya@example.net,+916852810616,Male,23,92.9,13.2,0,Medium,No,10th,7.39,65,1,0
STU_373881,Jagrati Jayaraman,tarakmangat@example.net,+918052647535,Male,19,87.0,4.7,0,High,No,10th,6.28,90,1,0
STU_948037,Chatresh Korpal,achadha@example.org,+919707088685,Male,20,95.3,3.3,0,High,No,10th,7.59,96,0,0
STU_897555,Edhitha Bhatt,hlad@example.net,+916413726717,Male,18,92.3,5.4,1,Medium,No,10th,7.98,27,3,1
STU_524767,Saanvi Gill,sheredavid@example.org,+917002347098,Male,22,91.9,3.5,0,Medium,No,12th,7.83,83,4,0
STU_635636,Dalaja Bajwa,aarushbatta@example.org,+919581380452,Male,19,79.8,1.8,0,Low,Yes,12th,8.52,69,0,1
STU_626226,Qadim Tata,tbains@example.org,+917386728538,Male,19,80.0,5.1,0,Medium,No,10th,10.0,60,2,1
STU_571627,Indira Zachariah,cvarkey@example.net,+918590673538,Female,18,80.8,4.8,2,High,Yes,12th,7.37,61,1,1
STU_313833,Divya Palan,yauvanidora@example.net,+917949534833,Female,18,86.9,3.9,0,Medium,No,10th,6.98,80,1,0
STU_173916,Gopal Thakur,vedhika38@example.com,+919803477853,Female,18,98.8,4.8,0,High,No,12th,7.23,23,3,1
STU_753393,Advaith Pall,joshiomkaar@example.net,+919867634924,Female,18,76.5,0.9,0,Low,No,12th,8.52,97,2,0
STU_344336,Lakshmi Nanda,kritika11@example.org,+918234468217,Female,23,91.6,0.9,0,Medium,No,10th,7.46,44,3,0
STU_925929,Nitara Doctor,sharmajacob@example.net,+919226302175,Female,18,96.6,2.4,1,Medium,No,10th,9.18,59,1,0
STU_640473,Aarav Majumdar,sankarandaksh@example.com,+917544843954,Female,22,92.1,3.1,0,Medium,No,10th,7.05,98,3,0
STU_965802,Praneel Swamy,vedant71@example.com,+917529796310,Male,22,82.9,3.7,0,High,Yes,12th,6.24,31,3,1
STU_632339,Elijah Mall,rachitsuresh@example.net,+919031334594,Male,19,77.4,5.7,0,Medium,No,10th,6.87,42,1,1
STU_898797,Jacob Sampath,wahuja@example.org,+918609915734,Male,23,91.2,7.6,0,Low,No,12th,7.34,89,0,0
STU_311909,Manan Uppal,hemangini23@example.net,+916435871538,Female,20,99.5,4.5,0,Medium,Yes,12th,8.34,37,1,1
STU_172024,Ojas Kannan,sdeshpande@example.com,+916332484883,Male,21,78.9,1.6,0,Low,No,10th,7.94,31,0,0
STU_125456,Damyanti Barad,viswanathanchandani@example.com,+917963591634,Male,22,92.2,6.6,1,Medium,Yes,10th,6.54,80,3,0
STU_558868,Jalsa Choudhary,adityasibal@example.com,+918297191057,Male,22,73.4,6.4,0,Medium,No,10th,8.03,24,2,0
STU_978998,Vasana Mohan,bganesh@example.org,+917780877623,Male,22,76.2,3.5,0,Medium,No,12th,9.02,87,1,1
STU_117224,George Golla,jyotichaudhuri@example.com,+917091593003,Male,19,70.8,5.9,0,Medium,No,12th,6.78,61,4,0
STU_214747,Harish Balay,kaidyal@example.org,+918435807006,Female,21,97.7,1.8,0,Medium,No,10th,5.82,91,1,0
STU_796276,Indali Sunder,talwarfrederick@example.org,+916231740166,Male,22,92.9,6.9,1,High,No,12th,9.41,43,3,1
STU_854429,Girish Gole,daravihaan@example.org,+916491638001,Male,20,73.0,0.9,0,Low,No,10th,6.45,46,3,1
STU_714317,Tamanna Bhandari,veer95@example.com,+919475420626,Female,22,87.5,7.8,0,Medium,No,12th,4.0,54,3,1
STU_630605,Yashasvi Guha,bengaurangi@example.org,+918322247868,Female,19,86.5,14.0,0,High,No,10th,6.1,53,0,1
STU_545519,Wahab Sarraf,zmuni@example.org,+916331247558,Male,21,80.4,8.0,0,Medium,No,12th,8.19,78,3,0
STU_881901,Luke Kala,sgandhi@example.com,+917160617268,Female,22,77.8,5.2,0,Low,No,12th,7.3,20,2,1
STU_334729,Kala Mand,ftank@example.net,+917122112922,Male,18,73.5,1.1,0,Medium,No,12th,7.53,78,1,1
STU_984784,Upkaar Pillay,rkulkarni@example.net,+918960408430,Female,23,73.4,5.8,0,Medium,No,12th,9.12,50,1,1
STU_830244,Yashoda Chakraborty,amritakumer@example.com,+917329062907,Female,22,83.1,2.3,1,High,No,12th,7.54,55,4,1
STU_539000,Devansh Pillai,natarajangaurika@example.org,+918705612124,Male,21,91.0,2.9,0,Medium,No,10th,9.27,33,3,0
STU_207443,Indrajit Bose,ljaggi@example.net,+916767621689,Female,20,94.6,8.7,0,High,Yes,12th,9.8,23,2,1
STU_915635,Gaurang Bava,devioni@example.org,+916551995459,Female,20,90.8,2.9,1,High,No,12th,6.28,61,3,0
STU_469489,Chakradhar Brahmbhatt,chatreshdhillon@example.net,+916895855065,Female,21,85.1,4.8,2,Medium,No,10th,8.03,52,4,1
STU_227251,Upma Bhavsar,daksha37@example.com,+916625611331,Male,20,96.1,3.7,1,Low,No,10th,5.67,54,1,1
STU_395427,Hemangini Divan,yrege@example.com,+919183261105,Female,21,93.4,2.1,1,Medium,No,10th,9.09,59,4,1
STU_314213,Elijah Gola,kaulalexander@example.org,+919351056769,Male,21,85.2,2.4,1,High,No,10th,8.09,39,1,1
STU_382900,Amara Kala,ekanta59@example.org,+917661449961,Male,19,94.2,3.8,2,High,Yes,12th,7.08,78,3,1
STU_292204,Mitali Apte,gbalay@example.net,+917479409478,Female,21,74.3,7.4,0,High,No,10th,8.29,40,3,0
STU_650713,Dalbir Chanda,vdugal@example.com,+919444861182,Male,23,90.5,1.9,0,Low,Yes,12th,6.48,31,3,1
STU_168731,Tripti Sarma,gaurangnarain@example.com,+916627382887,Female,19,93.3,2.3,0,High,Yes,10th,7.9,71,4,0
STU_605542,Vyanjana Bedi,calebmadan@example.com,+916386714009,Female,22,87.8,4.4,0,Medium,No,10th,7.67,20,4,0
STU_901152,Wazir Kale,tdeshmukh@example.com,+917635379506,Male,21,85.8,5.3,0,Medium,No,12th,7.48,67,4,0
STU_248110,Arunima Manne,vermatejas@example.net,+916013112177,Female,19,85.1,2.3,0,Medium,No,12th,7.19,97,1,0
STU_309042,Tanish Yogi,lipikahegde@example.com,+919638659807,Female,19,71.3,5.0,0,Medium,Yes,12th,7.13,46,4,0
STU_608273,Akshay Patel,vpalla@example.org,+918327767604,Male,23,86.7,5.8,0,Medium,No,10th,8.04,83,2,0
STU_475729,Rushil Sahni,znadig@example.net,+917768322881,Male,19,78.8,4.6,0,Medium,Yes,12th,10.0,97,3,0
STU_904605,Zashil Goel,kapoormaanas@example.com,+919449441836,Male,20,86.9,1.4,0,High,No,12th,7.92,97,2,0
STU_997481,Warjas Kulkarni,logan40@example.org,+916700696727,Female,18,93.7,5.1,0,Medium,No,12th,5.95,32,0,1
STU_406948,Oeshi Narasimhan,prashadsaksham@example.org,+916807745663,Female,20,80.7,3.4,0,Medium,Yes,12th,6.43,57,3,0
STU_339364,Chavvi Sha,chaitanyavarghese@example.net,+917225989430,Male,23,86.7,3.7,1,Medium,Yes,10th,6.05,89,4,0
STU_578022,Bachittar Kala,ssekhon@example.org,+916862761565,Male,20,94.9,2.6,0,Medium,No,10th,8.72,63,2,0
STU_827127,Bhavini Andra,charan35@example.com,+919924298929,Male,22,78.1,2.9,0,Medium,No,12th,6.71,66,0,0
STU_186841,Arunima Sarma,jalsa92@example.org,+919864736258,Male,18,72.2,1.4,0,Medium,No,10th,9.67,78,4,0
STU_126871,Mohammed Sunder,mohanbhanumati@example.com,+916053580735,Male,22,83.0,2.5,0,Low,No,10th,6.97,96,4,0
STU_650021,Omkaar Raval,rachitasarkar@example.net,+919237690570,Female,22,81.4,1.6,0,Medium,No,10th,7.43,63,0,0
STU_238443,Ekalinga Lall,abdulroy@example.org,+916249498157,Female,23,76.2,4.9,0,Medium,No,12th,7.0,65,0,1
STU_743936,Gautami Saran,sankaranyashasvi@example.net,+918050732836,Female,20,87.9,1.9,0,Medium,No,10th,7.86,65,0,1
STU_128756,Sai De,vasatikaiyengar@example.org,+916783989804,Male,21,95.9,3.6,0,Medium,No,12th,5.78,48,1,0
STU_970112,Dipta Bandi,uswaminathan@example.com,+917051863450,Male,18,81.5,4.2,0,High,No,10th,8.34,41,0,0
STU_928569,Udyati Mistry,suriarjun@example.com,+917969406261,Male,18,80.8,9.8,1,Low,No,10th,6.78,41,2,1
STU_650377,Yashasvi Kari,hhans@example.net,+919862439060,Female,22,97.0,2.5,2,Medium,No,12th,4.71,66,0,1
STU_882129,Chaman Andra,chaudharyikbal@example.net,+919571658345,Male,20,89.9,6.2,1,High,No,10th,7.66,76,3,0
STU_139971,Michael Padmanabhan,qreddy@example.org,+919755561404,Male,22,76.1,4.7,0,Medium,No,12th,5.57,73,2,1
STU_883509,Peter Chatterjee,sanyaagate@example.org,+917360717122,Female,18,90.7,9.2,1,Medium,Yes,12th,8.14,39,3,1
STU_725671,Advaith Edwin,luke64@example.com,+918494500096,Male,22,89.1,4.8,0,Low,No,12th,6.89,71,2,1
STU_599989,Advik Sen,amairapalla@example.net,+919575092001,Male,20,85.9,7.8,1,Medium,No,12th,6.6,46,3,1
STU_108575,Nitara Sur,iraval@example.org,+916166696071,Male,20,94.1,7.6,0,Medium,No,12th,7.74,73,3,1
STU_414430,Garima Tata,wallapushti@example.org,+916438943751,Female,23,86.0,2.0,0,High,No,10th,9.95,69,2,1
STU_647169,Guneet Palla,hredhaanghose@example.net,+919300037564,Male,20,85.3,5.9,0,Medium,No,12th,7.58,84,4,0
